comment_id,body,rating
Ugz_pfSky1p22BkUDyR4AaABAg,love movie saw theaters with sister,1
Ugzpo1Ky3Xau91AfG1R4AaABAg,ive never sen any oceans series sen one great,1
UgyvRdDW4AF3S5L_-_Z4AaABAg,arianas best best hands down,1
Ugy-YEDtX77AdkVgea14AaABAg,hope arinators can get b son wish guys god luck god,1
Ugw3PNKVFHB0GB7II2N4AaABAg,always come back hereas its amazing how much arianas best video draws it,1
UgzN-4c3dZVtzTEDrOZ4AaABAg,not like live it smile,1
Ugyvvjj2KvNnKLZ1YVd4AaABAg,ive listening song amout times have never sen oficial video damns its beautiful,1
UgwdsOTidhpblMWqgwV4AaABAg,life to short say music video not masterpiece,1
UgyB1diZSXK8TaYjr8F4AaABAg,lil cat evolved into legend ariana grande,1
UgxsSIinrWBmz06C0Mp4AaABAg,love ariana grande favorite girl singer,1
UgznseK6v64Qt_KhkVd4AaABAg,love ariana grande im bigest fan,1
UgwpuJ6c6xfwnuShfEd4AaABAg,no one gona talk about flying thingy at end gues dog flew laugh anyways song crazy god bro am obsesed love,1
Ugzu29DSLS3VSDnJHPh4AaABAg,if youre listening  with al terible things bad stuf hapening youre actual legend ,1
UgzoxzYbN8Y9wvrhOEV4AaABAg,shes realy relevant as singer performer love,1
UgwCA3428ww6HWteTah4AaABAg,cmon yal lets view video  times day shal our routine til hits bilion views,1
Ugy3O2sBeDO8tJTePeV4AaABAg,arian goin first woman son make her  songs reach  bilion views smile,1
UgyxQonwUPFzA4XClod4AaABAg,thats her best song tho fight,1
UgzijSvmw1AgEVjA6654AaABAg,always get gosebumps when watch video almost makes cry its god makes fel emotional,1
Ugwi_2ecDcmEBv_8Dzx4AaABAg,im never going get tired this,1
Ugy4HXfByS0DPZIEfJZ4AaABAg,song music video truly timeles,1
Ugwcgb5LIZV8Kc6CZYl4AaABAg,yes  listened to many times,1
UgzU_JK0n7AZ2aByoBZ4AaABAg,best video clip song by ariana in opinion,1
Ugz39rtkKtCJlMoj9sV4AaABAg,love how she turns bad situations into musical masterpieces,1
UgzbehP1lSgSSKgzH_R4AaABAg,ariana grade our quen also beyoncé,1
UgzFcQHMbcgfur8XOzR4AaABAg,love song wish ariana stil had blondewhite hair beautiful ariana,1
UgyA_z0QWt1HItg22EN4AaABAg,stream song we must achieve  bilion views,1
UgxGanPTcdKOr_9dcvZ4AaABAg,favorites out al ariana grandes songs,1
UgzmO3tsn6cu2AJcbKl4AaABAg,something about so nostalgic sems like its ben  yrs only ,1
Ugyr9-agWiDehmoFEmV4AaABAg,big fan eminembeyoncé music song masterpiece also love pasion both give song its beautiful,1
UgylGSI6kwClPtnwCBN4AaABAg,best much love real talk prayed love,1
UgzNuGaybQuLBBJqFRR4AaABAg,stil great se slim shady stil underated,1
UgwtYQebKm4Z0cyxf6p4AaABAg,honestly never understod hate song love man,1
Ugyp7DizGCElyYTSCIx4AaABAg,bethoven rap song his best work,1
Ugx4gnTTQurzgPo8tG54AaABAg,very powerful track listen mesagegod bles both such great artists,1
UgxsBWOtKx2pqzSl5Qp4AaABAg,amazing love everything about this,1
Ugxpczi-AeId_EulA2F4AaABAg,true eminem fans stil love eminem no mater what,1
UgxDdYsfI9i7FEKFjnx4AaABAg,who else liked song even when fist came out,1
UgwUSw5bztVIzhUESDd4AaABAg,how come found song beautiful,1
UgxFV_Img81djE1QiMV4AaABAg,sure its edgy bad thing think track has wonderful vibe solid story clear meaning what more do want,1
Ugxph4aDhFWUGBear1N4AaABAg,how am now finding gem,1
UgxGWnGO-cxUo_5wpMB4AaABAg,his best song revival besides chloreseptic remix with chainz,1
UgyzVWsR2BnSzmaW6IV4AaABAg,love song eminem beyonce realy go god together also like piano plan litle beat at end,1
UgwZ52UVraxIvYESLf54AaABAg,only jerks hate song because they not understand fantastical melody lyric,1
UgxKNYO1tm4b96nXjUV4AaABAg,eminem once again showing world wot hes capable legend,1
UgyyE-c_9zBonDoqNYl4AaABAg,could never let us down em,1
UgyDztibHvJgzx_HkXZ4AaABAg,people thinks garbage album way beter than todays rapers whole entire carer,1
UgxC7uLsZ3JCNf_PMH94AaABAg,gota love how songs ending practicaly foreshadowed second most popular song kamikaze album,1
UgwlGLHSdZ3GyTfRoKB4AaABAg,one those songs thats ahead its time itl become clasic ten years,1
UgwTZ1kz91_FzFsJMJp4AaABAg,its sad how mainstream media has taken these days how people overlok such beautiful art like em is inevitably one greatest al time ever hold mic in every genre like if not agre laugh,1
UgwXsTflTRb1olAyZZl4AaABAg,fucking love song its crazy its already ben year since release,1
Ugxiu1pkWC8102udj114AaABAg,people who disliked got tears forgot where like buton sad sad,1
Ugwp4mQW6_b-6g5A7ER4AaABAg,can relate would have say anyone can stan laugh,1
Ugw2QZocSG8zIjXqv5R4AaABAg,great way come back baby love always em saved alot,1
UgzucANW-FWTJH_Ac0F4AaABAg,everybody or few said song sucks or its not god like it,1
UgxNLn-LB2ruTPxCxWB4AaABAg,god song kep like that,1
UgwDF0wijnRZQbPtw_h4AaABAg,slim shady legend legends never die,1
UgxTiWdeFpWz80ZkOY94AaABAg,love fact its sad song then taunts us at end eminem,1
UgxWWU7RhzRzHxYq5gJ4AaABAg,people say song sucks ignorant they hear first two lines say screw it actualy one his greatest,1
UgxwJHCGkN2ogYw53Rd4AaABAg,love how astonished hapy loks,1
UgzJ_nTGUzHmqasAbJx4AaABAg,im sad because not find video early,1
UgxqTG48aNc-8skPJfF4AaABAg,some unknown power make watch god shit,1
UgzWDkLYV-kIUFk8OTp4AaABAg,best videos internet ends within minute,1
UgyZ0uENiNu2WQ3Gmmt4AaABAg,love how cut at end makes lok like threw spiner into his mouth,1
UgwRCjoHNGCGpGE0FJF4AaABAg,aw hes cute such god boy,1
UgwC3lTPBanC7RvLx-F4AaABAg,watch fel emotions once month,1
Ugw19hHhb6tEmR-vADB4AaABAg,love them respect if realy love someone then let them go adulting sucks,1
UgwgX3ft5agrVskOoml4AaABAg,fun fact stil have litle hope theyl eventualy get back together,1
UgwDVJ-kfYdJvh_hxkZ4AaABAg,fact can relate liza rn sad sad,1
UgxjpvGi3JpwQWPHCuR4AaABAg, years later its now at  milion views nice,1
UgxLTfrXT1sJtwvD-HV4AaABAg,mis these videos sory david videos with liza more fun than ones make now,1
UgzNY6yc7OOIeTUy5pZ4AaABAg,like rat name also daisy,1
Ugz7jjOTfYAnCGa2GEZ4AaABAg,song would have ben beter if said ruber duck i love though also if understand know what im talking about henry danger ep,1
Ugz-1DOKZRQojwii6Ut4AaABAg,first time videos like videos,1
Ugzn-qmdbygY5qKYeup4AaABAg,love al gay jokes references they make when their together,1
Ugw8WghGUXH0s5X6zw54AaABAg,video there tons james wierd voices favorite one,1
UgwZUK1TPiZEmHqrp2Z4AaABAg,dude love odsout laugh fav song tabletop games fav episode laugh,1
UgyLKj0NhhMoJ4pn8At4AaABAg,years before our world got destroyed by virus those were god days,1
Ugz6hFdUb6j9qXO4n5N4AaABAg,love so smile smile smile much,1
UgxOLF76tAqszrJPdpt4AaABAg,one far favorite one laugh,1
UgzWG3PDxvhspI4knyV4AaABAg,honest favorite rewind al expecting say  or  would beter um very wrong,1
UgzdsyepAaaYlRvUfeV4AaABAg,loved one honestly its fav mis year,1
UgyX58DpeIPW6NOk0RV4AaABAg,whose here se how god ,1
UgzEpHCzEPuADAwWTkB4AaABAg,not going lie  great year mis  sad,1
UgxWPCSXI-0sGpuznYd4AaABAg,amazing when st came out,1
Ugy3jZgkWiW7Pi0LJS94AaABAg,bad actualy enjoy watching this,1
Ugzvzcq0nYholKb2KpV4AaABAg,ayo banger to bad there aint no pewdiepie or mrbeast laugh,1
UgyeG4oEA2FeCzuwiMN4AaABAg,mis  realy col memories sad,1
Ugy4VoaOjzf9tvzRH2p4AaABAg,yeah def like milion times beter than  rewind,1
UgwuWbu7AoiARfp81sl4AaABAg,last god one made by youtube,1
UgxluYpkw2M-iN7dfRl4AaABAg,oml realy love year  love,1
UgwDG5TGMANRRkK6wA14AaABAg,love loking at gio ole days,1
UgwFXEhiQMI4vP1E8n94AaABAg,at least one actual rewind,1
UgwtMKQ7tJlP9Rv6OzN4AaABAg,hands down favourite youtube rewind,1
Ugy8MeqCIwSfWsxUHSl4AaABAg,hands down  has best year,1
Ugy0PXdDE8P2oCsyzWN4AaABAg,rewind not bad after al,1
Ugx8nbCL2Xq8-3_wMch4AaABAg,wil remembered as last god yt rewind video,1
Ugy3YS3CVkyFX0Vrmcp4AaABAg,think beter than youtube rewind smile,1
UgzA1A7M1fG008tEwWx4AaABAg,cant wait hopefuly work there someday,1
UgwoRcDjTGxL_jzffdN4AaABAg,video beter than entire last jedi,1
UgxwMETbQOXkJb89tbN4AaABAg,when can move mars sign up,1
UgwHqhebAf8S1_9wRq54AaABAg,cant stop watching over over again impresively epic,1
UgztHWmPM-5x8nxuzLx4AaABAg,they not hate em they envy him,1
UgyTA4uohTX0nO46Bwt4AaABAg,boy pased realy loked up your phoken god,1
UgzJrgYKo-f0xXcZUWJ4AaABAg,who says revival bad album its one favourites,1
UgzW_2-J4PKhY4J7EYB4AaABAg,eminem rap god his verses crazy flow damn best world,1
UgyofMyo6FtolMomOQd4AaABAg,always loved him not give fuck say what thinks no mater what anyone thinks brutaly honest,1
UgzCOzCcgMGhTufGkIB4AaABAg,god em geting back tyler earl theyre both snakes crybabies,1
UgwACEe9Ll9ayHpBy6R4AaABAg,song brings back nostalgia even though its ben  years,1
Ugwx8sR8xpeQU8ciStN4AaABAg,em god litray mudured people by his music laugh laugh,1
Ugypvn0t8hKXQ4lEBmR4AaABAg,hes fucking greatest al time,1
UgzfCoZ1wYpG5rNNckp4AaABAg,thinking man hold head up high love family,1
UgxbQh13ANwQvJWJgdR4AaABAg, always best eminem never gets old even his music his age,1
Ugz35yQcqxUqzL3XNQZ4AaABAg,eminem wil always greatest al time music thats fact,1
UgxB0-ys4h2yUEEhPUZ4AaABAg,stil fire god  king shady,1
UgzIQ1R5tsYqjrPXqxx4AaABAg,not know song not get such high ratings deserves top,1
UgzdVYYHbrpVQknRzlV4AaABAg,dope song sample sick toluv,1
UgxFiJdy2CbB71H5DsF4AaABAg,with respect from ukraine truth words,1
Ugz9X-dvSs6sn9RMMbV4AaABAg,whenever click any song eminem then takes hours click any other video legends understand,1
UgzavoY93wq9oxhJJ9Z4AaABAg,love this song kilin eminem,1
Ugxk9njTY65zdLGJNRF4AaABAg,go boyou tel them x,1
UgymCeq9ayeNHeR8mmx4AaABAg,eminem awesome smile bad is al got say haters,1
UgzrmF8sms6SyKvne054AaABAg,omg gives chils im sory can never say star wars beter then marvel theres no competition,1
UgzKo30K2ynYX3HdLbF4AaABAg,movie x beter than endgame because not know what expect how its gona end,1
UgzHLIX8SGwS3LoaX114AaABAg,wish can go back when trailer released can fel hype again,1
UgyntUrMT9AtQjKTxZ54AaABAg,stil share epic trailer day,1
Ugx9FtgA4ft_Ikkcjxh4AaABAg,id do anything se movie one more time like if first,1
UgyQAjCc4gOY_Z3YVX94AaABAg,wil never get old smile god,1
Ugzqw_aN7r11YgzeqF94AaABAg,am stil hyped by watching trailer,1
UgzI26ITWiSgcU-5rsV4AaABAg,say what want infinity war stil best movie,1
UgyJmBbKVszDDR1Lpg14AaABAg,think wil always favorite movie al time,1
UgxsDVKzJG0WJSn8PJh4AaABAg, gues what its stil giving us gosebumps,1
UgzFKLrjaI2X9TzquBN4AaABAg,godamn hype mis kind hype,1
UgxWs15Yhc8N-gzlsnx4AaABAg,have said im gona say again infinity war way beter than endgame,1
UgwhjTHKnkrNtdaprAl4AaABAg, when saw tony stark not his suit with debris background then got punched out with his suit knew movie going great,1
UgzIgLlp3FBSx8F3H-14AaABAg,how hel kgf beter than masterpiece these guys delusional,1
UgzzOL80yc7_DEZTLet4AaABAg, years later stil get shivers,1
UgypGSx15P5bBW-LK4p4AaABAg,every single time hear climax theme brings smile face,1
Ugwa7O9mPSTyEEMDHF54AaABAg,one most amazing super hero movie world,1
UgxbsRpcNxIchnaP6sJ4AaABAg,who al here after watching master kgf  laugh smile,1
Ugxz9fpbseWr_jY8qy94AaABAg,film thor entry wakanda gives gosebumps smile smile bring thonas,1
UgzdiAlS2Kgu9oVXCDl4AaABAg,movie wil become nostalgic critic future,1
UgySnJd1JDCGOEMRqlx4AaABAg,best trailer century history wil remember u,1
Ugw5vKyVpMZV1CBR9Tp4AaABAg,not going lie stil gives gosebumps,1
UgyQ1Sahl_ej4IxNptl4AaABAg,chadwick bosman not god actor amazing actor,1
Ugw9RC-wNJ6o9lqv_3V4AaABAg,love trailer wish maintained seriousnes has threat movie,1
UgzBALxyZACaynkexW54AaABAg,one reasons infinity war favorite movie because film they let super vilain win,1
UgyPtmz1yrRUMwP_tON4AaABAg,rap at end slaughtered him literaly iconic,1
UgxvWG-oV-dg_JA180N4AaABAg,thre years later stil best content cop,1
UgwU_MnhGS9w_FahyYp4AaABAg,like how included  deadly sins into,1
UgzNyPqNVz6ADAlXB-N4AaABAg,like youtubes moral compas thats also unfiltered,1
UgzqgT37YfCCB6XaeNV4AaABAg, stil one best videos ever,1
UgxhQpUNBelTiPWX4xx4AaABAg,comin back at end i mis old days man,1
UgyRvQ6QAM8zkgsX-rp4AaABAg,mis idubz youtube neds old content,1
UgxpfmKQ3F2BOOLLoJd4AaABAg,stil one favourite videos ever laugh,1
UgzUeAOj2AcpQ5olTD94AaABAg,best video youtube watch  times second,1
Ugz3PlPUGmGLfmEI96h4AaABAg,bigest plot twist ive ever experienced life god come back these old memes,1
UgwEtMc-YyIL5rwonR54AaABAg,love shirt says shep nice,1
UgwZGppRaId69WrCoSt4AaABAg,love these content police sketches kep em coming,1
UgwF02r9Lnj7w0dGbK14AaABAg,last time felt actual hapines,1
UgxfiNoPgWdRLmaXqs54AaABAg,not care about simp drama video stil gold,1
UgynpzeKOnhSRCUZnBZ4AaABAg,only person who gets away with clickbait with respect,1
UgyK7tPt0zjVPiShZRJ4AaABAg,bro came check out nostalgia sake realised  year aniversary content cop lok at that,1
UgxPjeuQkGbxSqaOvBF4AaABAg, years later stil legendary nowadays we ned content cop most,1
UgxmbI8Jb-rYkhtcCG94AaABAg,if not showed at schol im droping out,1
UgwIGsAqWk6yr51rb-94AaABAg,thanks vid now can take ap test,1
UgzZ9XXBcGcTp5rRpqd4AaABAg,grenland iceland switching names funy,1
UgzS93Zl533H7WITVmR4AaABAg,favorite video platform til very day,1
Ugyka19PoIss-Ve1jSZ4AaABAg, years later stil came back where al started damn stil great,1
Ugw2qET8RuxKxrsDh1Z4AaABAg,never thought id ever interested history,1
Ugzz5Qda5PLBSKGiT-V4AaABAg,beter than social studieshistory clas covers everything  minutes takes half year cover schol,1
Ugy2uM0hBOHKT61ytp94AaABAg,truly believe best video youtube,1
Ugy9dqQUwukzHNZjU994AaABAg,find myself watching masterpiece few times year literaly youitube forces do so as recomend video,1
UgwTP6JEJwkaevBD-1h4AaABAg,love coming back video every year se how much actualy learn understand now from schol,1
UgyexwKPnH6fiZ3LWRB4AaABAg,ive watched thre times now,1
UgyDluKfxZiosJ1t8xV4AaABAg,best thing have ever watched,1
UgwyT42RYhnu3S_xDRp4AaABAg,does have dislikes its masterpiece,1
UgxOc8mZvawqtj-x5Vd4AaABAg,ive ben recomended about  times over years stil click every time laugh no regrets,1
UgwAxKlbWQqKznSyhCt4AaABAg,come back here once month watch,1
Ugze-bUgMMjb99EJPSd4AaABAg,by far best youtube rewind,1
UgxQeddf-7ZkVKWp7wp4AaABAg,best rewind the best years,1
UgzZ7-Vu20tTKEf13UV4AaABAg,ah yes last god youtube rewind,1
Ugwg3iGDLXJCmrtB-554AaABAg,ah year when youtube rewind not disapointment,1
Ugx8Vg8gyNS-rLMaFG94AaABAg,ah yes days when rewind actualy rewind not  minutes advertisements,1
UgxseyKzUYbZCr1qgeh4AaABAg,this beter than hel  rewind,1
UgwjGLoD0t93AHeWo-h4AaABAg,dan howel vest best thing ive ever sen,1
UgyF5g67vgaZcN2R5wR4AaABAg,god old days i wil mis year rewind like al themş,1
UgwPBQ_atJMJ66wQuTV4AaABAg,every year come watch rewind al others what time year was,1
Ugw1qrOI-jumfLlnK9R4AaABAg,best rewind ever mis  were legend wil always remembered throughout years,1
Ugw8mwITo3IuxLiMv214AaABAg,wish could  lop honestly best year,1
UgxPYpr7igS6dTYOY9Z4AaABAg,ah back when youtube rewinds got likes,1
UgwcSzPjPESGBb-WmyV4AaABAg,al these rewinds god    rewinds god besides  cant wait  rewind from mrbeast,1
UgxG71WCjhUwpyWRipl4AaABAg,what master piece   ruined tradition now we not have one here at ,1
UgyfAmsw_6mwrqNmTf94AaABAg,think we al here rewatch best rewind ever made,1
UgzV5IT0PphMFORpg3B4AaABAg,honest absolute cinematic masterpiece compared most recent ones,1
UgxC__XfiM1XBSWFpb94AaABAg,first rewind ever saw man mis  sad,1
UgxV2pTXqs2yDm3YDp14AaABAg,last youtube rewind god sad,1
UgyLJ2_qyNh48-4-X8x4AaABAg,  best wil forever best god,1
Ugwz2FDTEWpeO5dj0154AaABAg,se how do things right,1
UgzgBQvJCzA2wdivgqp4AaABAg,laugh laugh laugh smile smile,1
UgxhMZaENk_v7SMiuAt4AaABAg,love hary poter shirt laugh smile,1
UgwAi_udUG_IGX6-r9x4AaABAg,she made  dolars from video damn girl wish could do,1
UgzQrmLBxFk6tZv3J0R4AaABAg,yea know im late yea im watching these  realy want wednesdays with liza come back because they funy,1
Ugx4ZgF53QHwptYaIzt4AaABAg,girl back two days ago best thing chanel hapened she posted said her intro wo,1
UgxmPQFhSZ3W6SNLpN54AaABAg,glases hack work tried worked,1
UgxA1z7KQavya8mkFU94AaABAg,shes wearing hogwarts tshirt mis her,1
UgwKTwrnL8ApnnJUa-l4AaABAg,who else watching liza  during quarantine because mis old videos,1
UgxRxJ2Ynf_QHBkYdAJ4AaABAg,mis when liza have these kinds vids c,1
UgxcYeoE-OxX9H-rWAF4AaABAg,when its quarantine cant stop watching her old vids repeat,1
UgxNn839LN6FXrtKQP14AaABAg,mis waiting type videos she used make,1
Ugy4qCIqgJX05YUzIPR4AaABAg,roses red sky blue if love her make thumbs up buton blue,1
UgxX7VcBQyunEtNhNMt4AaABAg,who else think liza should do wednesday with liza againlike if think she should,1
Ugwl3Wy7-yxOK1e6wN54AaABAg,cant believe people not like like liza shes funy angry,1
UgxoOHIjo6dFYu5gH5h4AaABAg,legit dying laughter rn shes funy,1
Ugyr6JychrOeyDtWGMJ4AaABAg,literaly make hapy liza sad love much,1
UgydLJhy3HoWsKxHy-R4AaABAg,could watch these vids over over never get bored,1
Ugxjby_jzfIkn-GN3eh4AaABAg,intro with al people comedy gold laugh,1
UgxTvWrY7h4DG0ybTEF4AaABAg,liza am big fan loved vid make laugh every vid like smile laugh,1
Ugxe72MvP6LLsKFdNel4AaABAg,sory does anyone fel unwelcome favorite part smile,1
UgyyVpoG4yt3xuMpukt4AaABAg,after years had come back childhod,1
UgxaQIqf5fa6zgCR95d4AaABAg,when threw ice at him at end laugh laugh,1
Ugx6QOa5b3TlhO1Knm54AaABAg,damn mis these days glad wolfie doing these again stil mis these days,1
Ugxin7rdDxNOxBHbLJx4AaABAg,wolfe david one best youtubers out there,1
Ugz_wxYt8rNCnBGyLvJ4AaABAg,love video much ive watched many times reminds god times had watching wolfie,1
Ugyxb-myftqNFtNTZP94AaABAg,those were golden days sigh,1
Ugz_D_drkMUdYDr516R4AaABAg,now thats girlfriend id likeselena not popular or rich,1
Ugx_EbCKgSDzqKaiGxp4AaABAg,love ginger to love benefits selena gomez,1
Ugw1-37ODjK0wt-gja94AaABAg,most viewed video carpol karaoke history selenas impact,1
UgyULUKC6FsJGFbLu3F4AaABAg,james lowkey sings prety wel,1
Ugy7IWHXMVGfqu2M01p4AaABAg,james amazing singer just to god,1
UgwwWLjephIih2SyFR94AaABAg,love how selena calm rolercoaster,1
UgxQeq9PXbwlbwg2mVp4AaABAg,shes real tho shes not extra or anything can se her clothes xd what would wear tuesday,1
Ugzbo7Da0nGU3xwD7RF4AaABAg,no one gona talk about  thats how know she can sing,1
Ugxcl60xfCYWCJgkjNV4AaABAg,forgot how much god music she has,1
Ugw-nz3lAe2EnQH-YOV4AaABAg, very funy james said am also here,1
UgzC-J10HsAkuSRd0_V4AaABAg,gez laughed whole video love selena wish cud met u,1
Ugz_GdMHr_qUYhm7DRJ4AaABAg,also love drink ginger shotslove smile,1
UgwINkk8YKLrfp1160J4AaABAg, favourite song love from india,1
UgzsyGq5YtAs_O5bRv14AaABAg,shes girl wana kep around,1
UgynEc4H5ZWlMGLp-Yx4AaABAg,probably justin bieber liked her she fun,1
UgxYITKhStzlBBAU_B94AaABAg, those who say selena cant do high notes she kiled,1
UgzcDwX0Ms2kvQ7NLet4AaABAg,who stil watching carpol again again coz its god smile give like if watching  also laugh,1
UgzqziT9CpyGmgbMIy54AaABAg,she sems awesome love d,1
UgwJmtamJJ_MrlnYh6l4AaABAg,bring selena back hilarious laugh,1
UgwSeLQQ3GFo4vKPZ1N4AaABAg,love selena so much much respect wana met once lifetime,1
Ugwx16VCzK59PwIzCY54AaABAg,im love with her hands she quen,1
UgwKQDW0uK-dt5p9ukN4AaABAg,selena prety by way am girl,1
