body,positive,negative,neutral,rated,comment_id,video_id,date
Ur a fuckin dumbasss,0,1,0,1,UgzCXd6oqEO93QWI58R4AaABAg,ItYOdWRo0JY,2019-11-05T09:17:50Z
sell a nokia 3310,0,0,1,1,Ugwa-U3DC-GMp3u9jbx4AaABAg,ItYOdWRo0JY,2019-07-15T04:10:32Z
Big time scam,0,1,0,1,UgzZubyLG5FtZu7qlal4AaABAg,ItYOdWRo0JY,2019-08-01T15:45:49Z
I got 600 dollars for x 64 gb,0,0,1,1,UgzxtBonBOSragayWtp4AaABAg,ItYOdWRo0JY,2019-09-01T10:25:45Z
"Fake, replaced the phone. Waste of time. Click bait bs.",0,1,0,1,UgwL7IT4PTdLHXFi2LJ4AaABAg,ItYOdWRo0JY,2019-07-24T03:02:46Z
J(,0,0,0,1,Ugz8N_qVu3PNcGTN4hl4AaABAg,ItYOdWRo0JY,2019-08-26T09:38:27Z
10000000000 dollars,0,0,1,1,Ugxsr6Kq36GovczfwXR4AaABAg,ItYOdWRo0JY,2019-07-21T15:54:33Z
you are talking to much,0,1,0,1,UgwUGEgHVDte55u3Pzd4AaABAg,ItYOdWRo0JY,2019-08-10T17:51:56Z
I spat on your lawn,0,1,0,1,UgyLfVwRMz5f9xSzJ1N4AaABAg,ItYOdWRo0JY,2019-08-14T07:04:05Z
I'm so disappointed in you!! Lol!!! Actually BROKE !! Hahaha,0,1,0,1,UgzdVqg8weCZ54sHWNp4AaABAg,ItYOdWRo0JY,2019-09-09T08:54:14Z
What a scambot,0,1,0,1,Ugz6un_I1FU0ahY7i-p4AaABAg,ItYOdWRo0JY,2019-09-01T03:18:03Z
Your in Audi,0,0,1,1,UgwmBF6h8qaau8htjxN4AaABAg,ItYOdWRo0JY,2019-07-06T03:39:23Z
Mega idiot award goes to u,0,1,0,1,UgzceIPX4VnLLnFTPGZ4AaABAg,ItYOdWRo0JY,2019-07-07T03:04:23Z
Why the hell is the title is polish,0,0,1,1,UgyguZf1-mdlxp0HJn14AaABAg,ItYOdWRo0JY,2019-06-28T17:45:00Z
I thought this was mr beast for a second,0,0,1,1,UgwyIQ3LFS_0ZW68jF14AaABAg,ItYOdWRo0JY,2019-06-27T23:28:03Z
i hope Wal Mart Hawai'i will have that machine,0,0,1,1,UgxlY3FXY15u8mQNNFZ4AaABAg,ItYOdWRo0JY,2019-07-03T09:05:45Z
fake iphone  ? hahahaha i see it phone,0,0,1,1,UgwvUnDHK2u7HA0HJE94AaABAg,ItYOdWRo0JY,2019-07-08T08:19:27Z
you have been ripoff on 900 dollars on a fake apple,0,1,0,1,Ugy-zUPKIcZxUpc7NXF4AaABAg,ItYOdWRo0JY,2019-07-10T15:50:06Z
You are stupid,0,1,0,1,Ugz4uy-JDZ94pmxkjtN4AaABAg,ItYOdWRo0JY,2019-07-09T20:54:41Z
I’d recycle his face,0,1,0,1,UgzSMwb88ntjkYHQYaN4AaABAg,ItYOdWRo0JY,2019-06-19T04:00:06Z
God dang you are a twat,0,1,0,1,UgwS5xQLLnyIzNUS4bp4AaABAg,ItYOdWRo0JY,2019-06-16T00:49:53Z
That’s fucked up,0,1,0,1,Ugxy3Jv2eVWijEXl9T54AaABAg,ItYOdWRo0JY,2019-05-31T15:10:19Z
100 percent BS,0,1,0,1,Ugzf0iCip78s2KSesWx4AaABAg,ItYOdWRo0JY,2019-06-12T14:02:00Z
this guy is and looks like the stereotypical egocentric youtuber,0,1,0,1,UgyZ5LrNN1v4QH4yS-l4AaABAg,ItYOdWRo0JY,2019-05-23T20:33:10Z
"Ain’t nobody gonna recycle a brand new iPhoneX idc how much money you have. 

You prolly switched phones",0,0,1,1,UgzLDZOp3qTTB2z3IRZ4AaABAg,ItYOdWRo0JY,2019-06-06T20:21:00Z
it was so  fake,0,1,0,1,Ugxu0FCeD6iT4dtoBPJ4AaABAg,ItYOdWRo0JY,2019-06-16T19:57:06Z
Faker,0,1,0,1,UgzERJIijVcauGfdSzt4AaABAg,ItYOdWRo0JY,2019-06-10T16:20:40Z
"""Not gonna lie I'm pretty upset I got nothing for the Iphone 10"" (but I made that decision myself when I decided to recycle it rather than take it back or make someone's day by just giving it to them. 


Assclown.",0,1,0,1,Ugw-J8up9JtcNl12o7N4AaABAg,ItYOdWRo0JY,2019-05-29T21:56:29Z
"and somebody gave me one of those, that's the first thing I would do with it :/",0,0,1,1,UgykI1O2HNp-KukLYcN4AaABAg,ItYOdWRo0JY,2019-05-15T14:49:17Z
You purchased a 900 dollar fake,0,1,0,1,Ugx7k0eN0L8F87MJ5eZ4AaABAg,ItYOdWRo0JY,2019-05-11T23:45:24Z
He has a punchable face,0,1,0,1,UgxC49Cii-xZCQnea8t4AaABAg,ItYOdWRo0JY,2019-05-08T17:07:56Z
Omg your so annoying,0,1,0,1,UgyM_aK79CyzrMJyKSx4AaABAg,ItYOdWRo0JY,2019-05-18T23:55:43Z
I just realized I live near that walmart,0,0,1,1,UgzKf-s-GOj6n0mA7L94AaABAg,ItYOdWRo0JY,2019-04-29T14:34:34Z
Damn this hurt me,0,1,0,1,UgwCmnUaK3WqGICoPZN4AaABAg,ItYOdWRo0JY,2019-05-06T02:16:58Z
basically wasted 900 smh,0,0,1,1,UgzKV10pJfC_VUf6TSV4AaABAg,ItYOdWRo0JY,2019-04-30T02:45:37Z
Rubbish vid. Dont make things like this in the future. You just wasted mg damn time.,0,1,0,1,UgzHtjlOCFYGwKj2wC94AaABAg,ItYOdWRo0JY,2019-04-28T15:26:24Z
Straight Outta Compton,0,0,1,1,UgyO8ss8zmAQP9GEKbV4AaABAg,ItYOdWRo0JY,2019-04-30T05:27:59Z
Please can you give two iPhone X s max my location is in UAE alain,0,0,1,1,Ugxh29z1pyEtFoKDnQB4AaABAg,ItYOdWRo0JY,2019-05-03T18:38:07Z
Hey. If you wanna recycle another phone just give it to me. You can email me for my address. Hope you consider it! 👋,0,0,1,1,UgyTqsp3JZJ1hMa4Y5h4AaABAg,ItYOdWRo0JY,2019-05-04T01:40:00Z
Why though😭😂,0,1,0,1,Ugy48bn0dnUqLEtxSG94AaABAg,ItYOdWRo0JY,2019-05-04T03:44:57Z
dont dislike like it yo,0,0,1,1,UgwvCLeAws3w4I2t7yt4AaABAg,ItYOdWRo0JY,2019-05-05T10:50:47Z
Can I have the fake one,0,0,1,1,UgwS51H23iRkDPS_HR94AaABAg,ItYOdWRo0JY,2019-05-05T01:32:57Z
People he is not so dumb to recycle the iPhone X duhhh,0,0,1,1,Ugwro3t5d4y82LIdDwh4AaABAg,ItYOdWRo0JY,2019-05-01T19:18:43Z
Make us poor folks sick to our stomachs!,0,1,0,1,Ugz3xJa1zH_7NDuTaYl4AaABAg,ItYOdWRo0JY,2019-05-19T18:51:37Z
"ffs stop making fun of his face 
Damn.",0,0,1,1,Ugw9OxXNh5TnJnJRsrp4AaABAg,ItYOdWRo0JY,2019-05-15T23:57:12Z
Dumber and dumber,0,1,0,1,UgzVsxPHi95dGYwc9qN4AaABAg,ItYOdWRo0JY,2019-05-11T15:56:51Z
*Top 10 Most Saddest Anime Deaths*,0,0,1,1,UgxOr2btxbHUWZ67RLx4AaABAg,ItYOdWRo0JY,2019-05-05T12:31:13Z
you are an idiot!,0,1,0,1,Ugx-P1ogCGKJc4ULfzV4AaABAg,ItYOdWRo0JY,2019-04-16T22:34:57Z
Too much stupid overreaction!! Idiot,0,1,0,1,UgzidyZ46pbsHFbwTPR4AaABAg,ItYOdWRo0JY,2019-04-24T06:44:46Z
FAKE asf. SMH.,0,1,0,1,UgyMNKMtvRK5eVL7CFB4AaABAg,ItYOdWRo0JY,2019-04-18T09:41:52Z
Put a fake iPhone inside of that machine break the iPhone x,0,0,1,1,UgwTYhY28Wa-bT3jU_94AaABAg,ItYOdWRo0JY,2019-04-09T19:38:22Z
🖕🖕🖕🖕🖕🖕🖕🖕🖕🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😈😡😡🖕🖕🖕🖕🖕,0,1,0,1,UgzLDyq5EWm2XWRTNBJ4AaABAg,ItYOdWRo0JY,2019-04-25T18:30:30Z
Well that's was rude,0,1,0,1,UgzQI5kqHF0VqajcimR4AaABAg,ItYOdWRo0JY,2019-04-20T18:28:56Z
The machine is a scam,0,1,0,1,UgzzvLb6MUUnzKDebJp4AaABAg,ItYOdWRo0JY,2019-04-23T05:10:03Z
Dumb asss  why would you do that,0,1,0,1,UgzcnWcMdylPfBdhkF94AaABAg,ItYOdWRo0JY,2019-04-17T23:14:30Z
Why didn't you give it away to one of the 3 fans that recognized you?,0,1,0,1,Ugz1EJ6K2F0CYUX5NrN4AaABAg,ItYOdWRo0JY,2019-03-31T00:50:58Z
I’m trash but your trash and stupid I’m unsubscribing,0,1,0,1,UgyI5hLjBfIN99uVWDt4AaABAg,ItYOdWRo0JY,2019-03-16T03:50:36Z
This guy is so stupid,0,1,0,1,UgzFdmc8AsKGrNko3cR4AaABAg,ItYOdWRo0JY,2019-03-22T19:29:28Z
How to lose $900,0,0,1,1,UgzgTeextXxpQco8ert4AaABAg,ItYOdWRo0JY,2019-03-16T02:49:37Z
"I was born in Long Beach

Edit:and I've been to that WALMART",0,0,1,1,Ugy24yDis1ksCwEccbJ4AaABAg,ItYOdWRo0JY,2019-03-31T05:59:40Z
your pretty dumb even tho its not real you could have donated it to someone who doesn't have. anyrhing,0,1,0,1,UgxtvuN5Ay0imviXHDp4AaABAg,ItYOdWRo0JY,2019-03-22T08:38:59Z
Tech smart more like tech I wast money,0,0,1,1,UgyQIFgRBECaIanrNut4AaABAg,ItYOdWRo0JY,2019-03-29T01:35:55Z
Did he just recycle a iPhone 10.........,0,0,1,1,UgxoREADzsbdO9uY2MJ4AaABAg,ItYOdWRo0JY,2019-03-17T23:35:18Z
You don’t have to be that rude White fright,0,1,0,1,UgwF4IffeipWxSOLdAx4AaABAg,ItYOdWRo0JY,2019-03-22T20:04:33Z
"Of course they have the eco machine in Compton, they want all them stolen phones.",0,0,1,1,UgwYZlbGdzlvHNLSVcB4AaABAg,ItYOdWRo0JY,2019-03-31T02:21:19Z
Are you a idiot!,0,1,0,1,UgzxG-3K7K73FDmcfrF4AaABAg,ItYOdWRo0JY,2019-03-17T21:44:15Z
When you don't need any phones or iPads I'm here,0,0,1,1,UgwMK4f9fFXSMsqD-kJ4AaABAg,ItYOdWRo0JY,2019-03-26T05:26:50Z
"probably the most saddest video I have ever seen, smh. Just straight up lied to your viewers and took advantage of people.",0,1,0,1,UgybLg-MOwwQ2nIKQyh4AaABAg,ItYOdWRo0JY,2019-04-01T12:09:37Z
He's so dumb 🤦‍♀omg he shouldn't of recycled it omfg,0,1,0,1,Ugyt_zYwI5GkCKUSrv94AaABAg,ItYOdWRo0JY,2019-03-31T03:43:07Z
Stupid,0,1,0,1,Ugx1F833Rp03M89VM654AaABAg,ItYOdWRo0JY,2019-03-16T21:19:15Z
compulsive liar,0,1,0,1,UgxWTYFMpYW2Z3KqkIF4AaABAg,ItYOdWRo0JY,2019-03-10T16:38:43Z
How do you know that iPhone X you bought in a parking lot was a real one?,0,0,1,1,UgxX4kXU4dThwpol3g14AaABAg,ItYOdWRo0JY,2019-03-11T20:55:18Z
1:15 put it to slow he can’t hear yall he don’t speak broke lol I mean AirPods,0,0,1,1,UgwhfEmeOxbz5OOgofZ4AaABAg,ItYOdWRo0JY,2019-03-02T16:00:36Z
Why u bully day man,0,0,1,1,Ugzsucq2Z1SU20Kq2x14AaABAg,ItYOdWRo0JY,2019-03-10T03:31:00Z
why would you ever do that,0,1,0,1,Ugw5fddkpCzkg0rYziF4AaABAg,ItYOdWRo0JY,2019-03-12T23:06:43Z
You idiot,0,1,0,1,UgyDeSXXppzEqLkTP7p4AaABAg,ItYOdWRo0JY,2019-03-09T13:06:43Z
this video just pisses me off,0,1,0,1,UgxtCpopKPGbEAUOyWB4AaABAg,ItYOdWRo0JY,2019-03-10T00:01:07Z
Why would you do that😡,0,1,0,1,UgydWHuWssTUxFNRSaR4AaABAg,ItYOdWRo0JY,2019-03-09T17:22:39Z
Yeah I am more shocked 😲😲😲😲😲😲 than you,0,1,0,1,UgzuZYoy8spmbKyAS3R4AaABAg,ItYOdWRo0JY,2019-03-11T18:43:27Z
"Hehehehehe this Alcatel have got only 4GB and 0,5GB RAM",0,0,1,1,UgwGDSqadUVdGoBPEy54AaABAg,ItYOdWRo0JY,2019-03-06T08:01:51Z
Do the fake momto e phone,0,0,1,1,Ugyed2-EgblNtK_pw-N4AaABAg,ItYOdWRo0JY,2019-03-07T22:49:36Z
Instead of recycling it you should of give it to one of us,0,1,0,1,UgzItB944kgeymrwSKB4AaABAg,ItYOdWRo0JY,2019-03-14T02:38:24Z
take a chill pill please,0,0,1,1,Ugxg5El539Fu6HuHjEF4AaABAg,ItYOdWRo0JY,2019-03-02T23:54:45Z
You are crazy man kkk,0,1,0,1,UgwDghsKi_E8H3xYe-V4AaABAg,ItYOdWRo0JY,2019-02-22T17:48:07Z
Bro please give me the phone,0,0,1,1,Ugzm53P5s7pR5-gWfnR4AaABAg,ItYOdWRo0JY,2019-03-02T01:50:21Z
I had a friend who transferred to a different place of his job I went to say hi and I saw a eco so I can’t wait to film it,0,0,1,1,UgyjxHAtk2lF3ig-3SV4AaABAg,ItYOdWRo0JY,2019-02-23T01:22:04Z
"I'm not annoyed that you ""sold an IPhone"", Its because you faked it -_-",0,1,0,1,UgzeDtn_dQWyx5TDsKB4AaABAg,ItYOdWRo0JY,2019-02-25T23:57:21Z
That hurt my heart. Like why kill the baby? The poor thing was young. Should’ve just given it to me smh.,0,1,0,1,UgyqfDrwh3rt-v2R6294AaABAg,ItYOdWRo0JY,2019-02-24T04:20:57Z
I unsubscribed,0,1,0,1,Ugyw23xW3I1M7xzi2rl4AaABAg,ItYOdWRo0JY,2019-03-02T14:54:53Z
wallie,0,0,1,1,UgxzcElPqW0uMqi-g-F4AaABAg,ItYOdWRo0JY,2019-02-23T03:36:01Z
your dumb you could have gave that to me I don't even have a phone,0,1,0,1,Ugw0_HuOVnQMPJyVkGp4AaABAg,ItYOdWRo0JY,2019-02-26T17:57:04Z
Sale this machine fake iphonex,0,0,1,1,Ugyw1e7BrGqFCLrwrQd4AaABAg,ItYOdWRo0JY,2019-02-26T09:59:58Z
Good,1,0,0,1,UgzHduB8hJNtSSVQJ-t4AaABAg,ItYOdWRo0JY,2019-03-01T09:31:58Z
U dumb,0,1,0,1,UgzltIi6j_wCObKLGkN4AaABAg,ItYOdWRo0JY,2019-02-27T17:54:17Z
Y u bully us machine,0,1,0,1,UgxJQfPIq8vxzLHHReJ4AaABAg,ItYOdWRo0JY,2019-02-27T15:45:03Z
Noooooo you dumb?!,0,1,0,1,Ugz5kWwnyzGf_Itoxah4AaABAg,ItYOdWRo0JY,2019-02-14T10:38:22Z
Stupid  guy,0,1,0,1,Ugz1pty4W7n7hshhG5V4AaABAg,ItYOdWRo0JY,2019-02-14T01:45:02Z
you have a punchable face.,0,1,0,1,UgyGYe_yPrIVxW9IrMl4AaABAg,ItYOdWRo0JY,2019-02-19T22:07:53Z
wtf did you do,0,1,0,1,UgzU9if1cvz3ROl7FSV4AaABAg,ItYOdWRo0JY,2019-02-18T01:26:27Z
Hey post here love the x,0,0,1,1,UgzbgX2uWig_1ZL8hQV4AaABAg,ItYOdWRo0JY,2019-02-19T13:44:36Z
Your a dumbass who just gave away 900.00 and a phone,0,1,0,1,UgwBkoSC534p-rOZ2q54AaABAg,ItYOdWRo0JY,2019-02-18T04:55:36Z
I hate you,0,1,0,1,UgzCUDIprvFjuQAkHiF4AaABAg,ItYOdWRo0JY,2019-02-20T02:38:15Z
Your stupid,0,1,0,1,UgwkWoKqLoN1GelrgcR4AaABAg,ItYOdWRo0JY,2019-02-19T15:31:06Z
I have Galaxy S7 🤣,0,0,1,1,UgzNHXW1nQQeN0qh20V4AaABAg,ItYOdWRo0JY,2019-02-11T09:43:50Z
He’s so fake.,0,1,0,1,UgwF673F4qFD38Mxpbh4AaABAg,ItYOdWRo0JY,2019-02-10T06:55:53Z
Can you not fucking move around,0,1,0,1,UgztTgWzeiClMQp4Xkd4AaABAg,ItYOdWRo0JY,2019-02-10T07:40:19Z
Just why?,0,0,1,1,UgwoBTDep86sOI4pI7t4AaABAg,ItYOdWRo0JY,2019-02-12T07:24:39Z
6:02 the people in the background 😂😂😂,0,0,1,1,UgxASuCfiZy4wZK1RJd4AaABAg,ItYOdWRo0JY,2019-02-12T23:27:41Z
Ima piss in ur fruit loops,0,0,1,1,UgxSY4doo6P537jb5T54AaABAg,ItYOdWRo0JY,2019-02-09T12:02:22Z
3:26 if he dropped it oh no,0,0,1,1,UgyoNQM8shuohR88Nlh4AaABAg,ItYOdWRo0JY,2019-02-09T00:54:20Z
Dumb wasted,0,1,0,1,UgzGeiFoBxGL2q4UWNB4AaABAg,ItYOdWRo0JY,2019-02-10T13:01:44Z
Why the title is in polish?,0,0,1,1,UgwxZKVHPlT4poZBig54AaABAg,ItYOdWRo0JY,2019-02-13T10:33:10Z
please  gift me the l phone x,0,0,1,1,UgwY6ze97MKL7RBq9dh4AaABAg,ItYOdWRo0JY,2019-02-10T12:28:30Z
Nice!,1,0,0,1,UgxB4Ya7EeXjnL2gXrF4AaABAg,ItYOdWRo0JY,2019-02-11T13:52:23Z
Reported as spam,0,1,0,1,UgwP9Z3si9Ebm5wN7oB4AaABAg,ItYOdWRo0JY,2019-02-13T02:30:30Z
I hate your face,0,1,0,1,UgxtmSu5QXDOqABP-Cd4AaABAg,ItYOdWRo0JY,2019-02-12T21:05:23Z
I physically hate you,0,1,0,1,Ugxo2RWpZiVb6i0dGO54AaABAg,ItYOdWRo0JY,2019-02-04T15:31:57Z
U r dumb,0,1,0,1,UgyAm8sujQSPCMVi-Mh4AaABAg,ItYOdWRo0JY,2019-02-03T23:29:16Z
I feel your just acting as like a fuck tard,0,1,0,1,UgxCigQ72-pcjQOMZ_h4AaABAg,ItYOdWRo0JY,2019-02-04T00:19:25Z
What is actually wrong with you dude,0,1,0,1,UgxyJe4ETbYhO1sVn1Z4AaABAg,ItYOdWRo0JY,2019-02-04T22:49:16Z
Sort of stretched...,0,0,1,1,Ugy1W4GryPkaEiTuJYp4AaABAg,ItYOdWRo0JY,2019-02-04T17:17:21Z
At 7:35 he cuts the clip!,0,0,1,1,Ugy9OHeg9dkDQ8_utA94AaABAg,ItYOdWRo0JY,2019-02-06T16:46:51Z
You’re dumb dude,0,1,0,1,UgwBY8B4d08ITmm26t94AaABAg,ItYOdWRo0JY,2019-02-07T05:55:36Z
Do a giveaway with it,0,0,1,1,UgzY3gUadTKn6mll82x4AaABAg,ItYOdWRo0JY,2019-02-04T00:56:21Z
I like a note 9,0,0,1,1,Ugy86Fik4c4YgNKUlUF4AaABAg,ItYOdWRo0JY,2019-02-05T03:57:35Z
You suck,0,1,0,1,Ugyf4022yoEG_p_36Hx4AaABAg,ItYOdWRo0JY,2019-02-07T16:25:40Z
U got cheated out,0,1,0,1,UgxdRnU1mZiaAcq5Zmt4AaABAg,ItYOdWRo0JY,2019-02-07T02:13:36Z
You should have given it to me!,0,0,1,1,UgzVxTOxBpI4htK9f0N4AaABAg,ItYOdWRo0JY,2019-02-03T20:35:50Z
Wallie,0,0,1,1,UgzIu31DdOUKjh_rxd54AaABAg,ItYOdWRo0JY,2019-02-03T13:26:22Z
You pissed a lot of people off with this,0,0,1,1,UgyXIACDgGDmZiv4uSF4AaABAg,ItYOdWRo0JY,2019-02-03T14:33:59Z
YOU WASTED $900 DOLLARS?!?!?!,0,0,1,1,UgwhP4J_6dzbf5qhH5Z4AaABAg,ItYOdWRo0JY,2019-02-02T23:05:19Z
Waste of my time ur dumbass should've got it back,0,1,0,1,UgxDoft4XV0B5pY9q-14AaABAg,ItYOdWRo0JY,2019-02-03T01:31:09Z
"LIAR, YOU USED AN IPHONE 10, NOT AN IPHONE X",0,1,0,1,UgwtH9u1tVzvbDB3pvh4AaABAg,ItYOdWRo0JY,2019-02-03T00:27:47Z
Lol troll “fake”,0,1,0,1,UgyDbR9kZW1UOZoi0NR4AaABAg,ItYOdWRo0JY,2019-02-03T06:11:44Z
It aint fake,0,0,1,1,Ugy1rlREWRRRruI2lAd4AaABAg,ItYOdWRo0JY,2019-02-03T22:29:16Z
So awful,0,1,0,1,UgxiSpetNzs6Bmg7Xux4AaABAg,ItYOdWRo0JY,2019-02-03T09:39:12Z
Fake iPhone mean,0,0,1,1,UgxSidnyfk495gmR-Xl4AaABAg,ItYOdWRo0JY,2019-02-03T07:08:24Z
First video i see of you and already fake. Good job,0,1,0,1,UgwkHi8FfFqozu7c4KJ4AaABAg,ItYOdWRo0JY,2019-02-02T09:09:34Z
I know you kept the phone,0,0,1,1,UgzW7fsgMi69R6kAwId4AaABAg,ItYOdWRo0JY,2019-02-02T15:21:21Z
88k dislikes? lol,0,0,1,1,Ugx4KB7k_ICVaZQ2wEF4AaABAg,ItYOdWRo0JY,2019-02-02T08:23:55Z
This is fake,0,1,0,1,UgyxOmvheXI9zGew9Y94AaABAg,ItYOdWRo0JY,2019-02-02T09:29:07Z
Spoiled ass rich kid spends 900 dollars just to leave it to a machine,0,1,0,1,UgwzyOax_drXWG3jOiN4AaABAg,ItYOdWRo0JY,2019-02-02T07:02:23Z
I knew it was fake,0,1,0,1,Ugzv58zTMeZfpDgPMop4AaABAg,ItYOdWRo0JY,2019-02-02T05:52:05Z
Why u copied david vlas,0,1,0,1,UgzAqKwf0o009ApY3MR4AaABAg,ItYOdWRo0JY,2019-02-02T09:48:54Z
I feel bad. I REALLY WANT THAT IPHoNE 10,0,1,0,1,UgxB5H5EFQFrasQn1pd4AaABAg,ItYOdWRo0JY,2019-02-02T09:31:36Z
Your a looser hope your parents are proud of you lol,0,1,0,1,UgycxDfFOi_IcCnelXR4AaABAg,ItYOdWRo0JY,2019-02-02T21:03:08Z
Fake as balls,0,1,0,1,UgyZShAMkRvX07KWBkd4AaABAg,ItYOdWRo0JY,2019-02-02T16:33:02Z
That is so messed up,0,1,0,1,Ugy-UnErAg23Btoph3x4AaABAg,ItYOdWRo0JY,2019-02-01T01:53:55Z
I fuckin hate rich people,0,1,0,1,Ugw4WM4x9DueZbBScdZ4AaABAg,ItYOdWRo0JY,2019-01-31T19:17:09Z
Very bad acting,0,1,0,1,UgyE8i_ojjhTiG6eUE14AaABAg,ItYOdWRo0JY,2019-02-01T05:59:21Z
YOU ARE SOOO FUCKIN DUMB,0,1,0,1,UgzMQEKfKFVAIaA1Yqt4AaABAg,ItYOdWRo0JY,2019-02-01T20:38:03Z
You must choose T-Market,0,0,1,1,UgxS4PC3-OY2z2QDSDp4AaABAg,ItYOdWRo0JY,2019-02-02T02:42:10Z
I got the Gillette ad on this video,0,0,1,1,Ugz30Kp33HpylWmJOrp4AaABAg,ItYOdWRo0JY,2019-02-02T00:29:02Z
U wasted ur phone,0,1,0,1,UgyjbGzSgblA_tO5aV94AaABAg,ItYOdWRo0JY,2019-02-01T07:11:39Z
Every iphone fans are angry as hell maybe because that shit was stupid and how that phone is expensive,0,0,1,1,UgxzFQCtmIGfv3t5_fx4AaABAg,ItYOdWRo0JY,2019-02-01T00:18:40Z
Pull it back,0,0,1,1,UgyH8e0dATsIGwf_-994AaABAg,ItYOdWRo0JY,2019-02-01T22:00:38Z
Fuck you bitch,0,1,0,1,UgyHnHb3Kzs3sg2TDTt4AaABAg,ItYOdWRo0JY,2019-01-31T22:51:57Z
Someoneee Is Watching Techrex To Much,0,0,1,1,UgwJ5Dsm36AyKAaKskt4AaABAg,ItYOdWRo0JY,2019-02-01T14:13:00Z
Why would you recycle it?! 😭,0,1,0,1,UgxfpJQkmIsaYqnPfYd4AaABAg,ItYOdWRo0JY,2019-02-01T05:28:19Z
"Lol
Hahahahaha",0,0,1,1,Ugxr28-dA_QRWI44fYB4AaABAg,ItYOdWRo0JY,2019-02-01T08:26:18Z
Lies,0,1,0,1,Ugzvl6eaqisCPGKNN5Z4AaABAg,ItYOdWRo0JY,2019-02-02T00:55:53Z
It's a scammm,0,1,0,1,UgzCqacTA4aRen3zvB14AaABAg,ItYOdWRo0JY,2019-01-30T14:30:59Z
Stupid moron 900 bucks boooooo,0,1,0,1,Ugy-fVAHTGJFm6DvUV54AaABAg,ItYOdWRo0JY,2019-01-30T14:21:53Z
