comment_id,video_id,date,body,rating
UgyIUpafVCJWSrIJvLh4AaABAg,t6hlkIlGFCI,2018-07-28T16:05:09Z,ghostbusters  deserved flop rick moranis smart enough say no film,0
UgwL56F4OOgcY9sXQLp4AaABAg,udBgnu1hbLU,2020-12-02T04:13:00Z,fuck ddavid,0
UgyuOsjTmLu2MvZS-Yt4AaABAg,c7nRTF2SowQ,2020-10-21T18:22:18Z,still best trailer,1
UgwIB0H6_MlFO0pvSbd4AaABAg,MFWF9dU5Zc0,2018-10-20T23:36:32Z,what stupid stupid stupid idea movie,0
UgxilqWFd5dz32VrXzN4AaABAg,EeF3UTkCoxY,2020-10-21T18:18:49Z,yes really want recommended me,1
UgxD11dgwpv2iviRw-p4AaABAg,QwZT7T-TXT0,2020-12-21T04:44:54Z,only came dislike it why because am bored,0
UgxF7Fg5lbJbIWA52NR4AaABAg,0tO_l_Ed5Rs,2017-12-05T18:21:46Z,great rhythm length want stronger hook ,1
UgwL0v6k2qVCK-upVMp4AaABAg,fuHcdFPBKy0,2017-12-12T01:54:52Z,youre doing great anthony,1
UgyrgXq_JHbVbNosrkl4AaABAg,c7nRTF2SowQ,2020-09-22T19:02:14Z, part best  fokkin years after reveal still badass,1
UgwZITAh0xY_xb9XY3J4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:03:39Z,song not bad its has weak hook,1
UgwF_efHLoZQE_PT8Ed4AaABAg,LFhT6H6pRWg,2018-09-17T06:04:42Z,love you ajit pai,1
UgzqBSno4mOTmT3XAn94AaABAg,ffxKSjUwKdU,2021-01-20T22:19:05Z,fav arianas single forever,1
Ugy2S6-Cr0sPdAQlb4t4AaABAg,QwZT7T-TXT0,2020-12-27T18:34:43Z,laugh bitch you still not learned lesson,0
UgyGJ_rWqiY1VBgbz3R4AaABAg,_GuOjXYl5ew,2021-01-02T01:04:56Z,at least one good,1
UgzX0_oQ8jwL-70IlwF4AaABAg,ffxKSjUwKdU,2021-01-25T21:53:55Z,me friend loves song no tears left cry ,1
UgiNRyGTxgNBCngCoAEC,-HYe1xkjOcQ,2016-06-27T23:38:54Z,would unplug keems life support can charge electronic toothbrush,0
Ugx-EZmybfXK0LQeSW54AaABAg,V5cOvyDpWfM,2019-08-09T08:25:56Z,swear saw selena gomez comment she cant sing,0
Ugjxp6j5oS1XoHgCoAEC,C_Ig3iHWDwk,2016-08-21T13:34:51Z,lets get right news lately keemstar has been crying saying why am getting hate because you do shit like,0
Ugwbn6YsigFks707BQV4AaABAg,J2HytHu5VBI,2021-01-18T22:58:23Z,he sweet her sad,1
UgznIKH20m7oy1kDBOd4AaABAg,l14ejKg__HY,2020-10-27T13:26:44Z,rice gum youre shit,0
UgwFz2SwCxdT0Iv74bF4AaABAg,MFWF9dU5Zc0,2020-04-27T15:57:48Z,hands down favorite movie,1
UgwlsL9ThxgpV4OhjLB4AaABAg,_GuOjXYl5ew,2021-01-04T17:33:59Z,honestly feel glad not know many youtubers shownbecause theyre trash or almost trash,0
UgxEGIUXoKySzvkTfKx4AaABAg,X3hjRKGrC40,2017-11-02T10:03:00Z,no no,0
UgwnNCI-5DOM1q_s3fZ4AaABAg,n1WpP7iowLc,2018-10-14T14:26:12Z,em brilliant  bars first verce  seconed  last no matter how much people wil appriciate him seems even underated,1
UggJjQILEIaFC3gCoAEC,C_Ig3iHWDwk,2016-08-23T16:25:03Z,love way he says proof,1
UgwNxFVnSgRw1QYXqyt4AaABAg,_GuOjXYl5ew,2021-01-04T01:45:49Z,last truly good rewind,1
UgzDi_JTknwrZxuGSlB4AaABAg,c7nRTF2SowQ,2020-11-20T20:23:24Z,wow awesome im rewatching how many years later,1
UgxeP362de5j2Bd93El4AaABAg,X3hjRKGrC40,2017-10-08T20:12:14Z,such lust an easy profit whoo,1
UgivHNNpzSEPMngCoAEC,t6hlkIlGFCI,2016-09-02T18:48:36Z,movie funny loved it,1
Ugi1pwc_cbtvMngCoAEC,C_Ig3iHWDwk,2016-08-21T21:05:12Z,cancer cell needs leave youtube,0
UgxXDo6_Q8JEq7r-OhJ4AaABAg,0tO_l_Ed5Rs,2018-03-15T21:22:49Z,dope trackguyz,1
UgyJs4yD0n9Fi6ViU1F4AaABAg,4NJlUribp3c,2021-01-26T10:30:46Z,cant understand what really enjoy smile good,1
UgxatUUVYPUiUy0ouLt4AaABAg,bukzXzsG77o,2020-12-19T04:48:52Z,amount times he hides n word beautiful,1
UgxCigQ72-pcjQOMZ_h4AaABAg,ItYOdWRo0JY,2019-02-04T00:19:25Z,feel acting as like fuck tard,0
UgwsnWbQX_o5lhWIZgN4AaABAg,HVjlcUtuENM,2018-02-23T22:19:41Z,i️ love relationship soo cool,1
Ugy0seudHg7Mskwm5_V4AaABAg,YbJOTdZBX1g,2021-01-28T10:33:31Z,useless video why did you created you deserve more dislikes,0
Ugi5WFQklFn1nHgCoAEC,X3hjRKGrC40,2017-07-17T01:39:52Z,bad games ever seen,0
UgwI8xJqWPvwLsCQqvt4AaABAg,oJ2faqXlU1s,2018-11-15T04:00:36Z,be honest best made polished foil ball have ever seen youtube all others trash laugh,1
UgzvivdiwTmGEwqmJlZ4AaABAg,V5cOvyDpWfM,2019-10-02T16:32:35Z,she should be locked box shipped russia left there insulting america,0
Ugwfx8qkF0M08mKK7wR4AaABAg,HVjlcUtuENM,2017-12-03T21:29:54Z,wtf sad,0
UgyWPJhBBewQVVQ_fBx4AaABAg,c7nRTF2SowQ,2020-10-22T19:49:51Z,tbh best battlefield ever played still fun as hell,1
UgxvrykWK6EIqutLmnV4AaABAg,w3ugHP-yZXw,2020-11-02T07:28:32Z,tbh movie more exciting then first  first  still best,1
Ugw1V4d61xndbirJB8B4AaABAg,n1WpP7iowLc,2018-09-22T09:26:49Z,one best hooks all time,1
UgwmUogW51vrMgJQb-J4AaABAg,4NJlUribp3c,2021-01-28T20:35:35Z,loved,1
UgzyhT2f4-ldZSOifC54AaABAg,YbJOTdZBX1g,2021-01-30T14:44:08Z,no please no,0
UgyLPSxGeeVKhp4wuRt4AaABAg,8d_202l55LU,2017-12-16T06:51:45Z,you have got to be fucking kidding me comes show how fucked up our government is not you see they walking all over us im moveing canada fuck hate america its shit system representative democracy when obviously these people not represent views people they represent views rich powerfull fuck all you,0
Ugx_sgaTo4iEJsZpCUV4AaABAg,34UCkAJKt6M,2018-06-03T13:01:20Z,ear rape,0
Ugx65VD4WX5q5OZPRHp4AaABAg,w38IG6HsI5s,2020-12-11T02:17:54Z,love vids they do funny,1
Ugxs0rAD1CuUNSfuH5N4AaABAg,MfTbHITdhEI,2021-01-27T23:19:41Z,genious,1
UgzSgB_wOyeWAEyXwsN4AaABAg,_UZbgH3pOBA,2017-10-01T21:34:12Z,well completely idiotic you pulled tana here guys,0
Ugx1EJgmjyYTYBsW8KJ4AaABAg,WeA7edXsU40,2018-12-25T03:33:04Z,love you nasa,1
UgxOp_0Vm5946Sp3Xg14AaABAg,EeF3UTkCoxY,2020-12-10T01:58:56Z,love ghame,1
UgwesqPphRUCSdcIGOJ4AaABAg,fuHcdFPBKy0,2017-12-15T22:23:31Z,man smart them put animators love them all,1
Ugzy6T1xDl__ObeS2Y94AaABAg,FlsCjmMhFmw,2021-01-05T09:40:51Z,idek great,1
UgjHChNwpVTHTXgCoAEC,C_Ig3iHWDwk,2016-08-23T06:42:55Z,keemstar full shit actually delete account,0
UgyyJ1Xk1WGMHFz6YNx4AaABAg,mNcdlLIOdNw,2020-10-23T11:05:29Z,whos watching again quarantine,1
UgwE0QSb-WYL0xU1TnV4AaABAg,FmE8DwZ6RHk,2018-01-28T15:30:05Z,fake cnn,0
UgycCx5ZqZISFfUaFrZ4AaABAg,n1WpP7iowLc,2019-03-03T21:47:42Z,am only one who get emotional listening,1
UgglPoHAcIVfQHgCoAEC,PpcNQNJmU9Y,2016-09-20T19:04:11Z,looks good oh god here comes bf community sue me like game,1
UgxfVEKixBAqrFazGrN4AaABAg,ffxKSjUwKdU,2021-01-28T18:22:03Z,laugh flop,0
UgygmbBlym0GV4nxZ2N4AaABAg,WeA7edXsU40,2018-11-30T07:38:06Z,fantastic,1
UgwnKUz9kCBNFW61pW14AaABAg,LFhT6H6pRWg,2018-05-01T11:59:53Z,shit pie worst pile shit he has face no one can love,0
UgxS3uRzOKDvqaXhswF4AaABAg,_GuOjXYl5ew,2021-01-01T23:55:14Z, superior year,1
UgxmhzB72sRK6cqbrXJ4AaABAg,FmE8DwZ6RHk,2018-01-28T13:06:32Z,you should be piece shit trump,0
UgzK5Upy_7i_KobyWmN4AaABAg,FmE8DwZ6RHk,2018-01-28T02:32:50Z,oo not boo fake news confirmed again,0
Ugyek6EGArzNjf0riVN4AaABAg,mNcdlLIOdNw,2021-01-13T03:08:59Z,selena soo cute,1
UgxK1zGXUc0UtfDdh3p4AaABAg,u_J0Ng5cUGg,2021-01-13T06:51:21Z,no not funner thath me you prob say kidding as joke you stupid asshool,0
UgzmVejLYfTWy-hEuPV4AaABAg,WeA7edXsU40,2018-12-15T13:09:13Z,love nasa hate usa what do,1
Ugz9vaPJQlOPoaIhMox4AaABAg,MFWF9dU5Zc0,2019-12-17T14:44:24Z,good movie great end anyone interesting women centred heist films may pass their time watching one,1
Ugze1el-PCFOcvioK3p4AaABAg,FmE8DwZ6RHk,2018-01-28T14:50:53Z,keep up fnn all america outside its corrupt liberal cities laughing at you guys hard you guys our saturday night live laugh,1
Ugy0D8YVGc0Z6Yuxzmp4AaABAg,w38IG6HsI5s,2020-06-28T03:43:57Z,love how shes one those celebs not get plastic surgery even though she makes jokes about her boobs or lack xx,1
Ugz1EUVoDJe3cz2HeAl4AaABAg,J2HytHu5VBI,2021-01-21T01:45:46Z,its  im still here breakup still hurts me day,0
UgxIJY5VnHJinDzuBUR4AaABAg,0tO_l_Ed5Rs,2017-11-15T16:11:37Z,laugh song shit,0
UgwaPuSI5wKuaD2JQeF4AaABAg,QwZT7T-TXT0,2021-01-30T19:18:38Z,youre disgusting human being you seriously need jesus christ what you did disgusting weve all fucked up dam ask god forgive you become new creation ️,0
UgyJFpIz-FH1ymlrbEN4AaABAg,_UZbgH3pOBA,2018-11-28T22:20:02Z,fake ass friend,0
Ugyvvjj2KvNnKLZ1YVd4AaABAg,ffxKSjUwKdU,2021-01-31T16:03:00Z,ive listening song an amout times have never seen official video damns its beautiful,1
Ugh0YFbBxCyzbHgCoAEC,X3hjRKGrC40,2017-06-06T23:39:49Z,laugh ive never seen video product with such bad like dislike ratio sometimes love gamer community,0
Ugw6g_bWgUaNeR6vl2t4AaABAg,MfTbHITdhEI,2021-01-23T12:39:39Z,m fucking rap god respect,1
UgzTXVuXpP9VKtK1SOZ4AaABAg,FlsCjmMhFmw,2021-01-08T03:36:17Z,first  seconds best,1
UgiW04LAI8aGgngCoAEC,KEJdam7NJ2Y,2016-07-19T23:05:50Z,fuck dude,0
UgxHhAixcu4NPY5ffTR4AaABAg,mNcdlLIOdNw,2020-09-17T20:18:44Z,take back,0
UgyCIBop1TuRI9PqUKd4AaABAg,VY4wCi1pPkU,2020-04-19T18:37:30Z,watching vid with m subs,1
UgwyjtAhTLWzHyXtZSJ4AaABAg,ItYOdWRo0JY,2019-05-20T02:20:10Z,wondering why video has many dislikes start with love guy one worst videos hes ever made with cool concept terrible switched ending,0
UgxRfR-bNQm1Xala_jN4AaABAg,mNcdlLIOdNw,2020-12-05T08:22:34Z,she sounds good here its like her voice totally matching,1
UgwZiHFZZgAmnbGseSl4AaABAg,0tO_l_Ed5Rs,2017-11-17T19:38:06Z,why many dislikes good matt please keep doing stuff like awesome im scared youll take hate heart give up please please please not,1
UgxLsmW735dydizWwN94AaABAg,n1WpP7iowLc,2018-10-14T20:30:10Z,still very good song,1
UgxBW0d1MCDDN4fwrBl4AaABAg,FlsCjmMhFmw,2021-01-02T03:01:35Z,mrbeast rewind youtube rewind,0
UgwQDo1TUaMFk3jJVA54AaABAg,HVjlcUtuENM,2017-12-07T14:15:32Z,youre sick apologise grow up,0
UgztqwQl6_PxRMQG2qZ4AaABAg,MFWF9dU5Zc0,2019-01-02T13:51:06Z,ass,0
Ugz_G3bJfCc2TFjtRkF4AaABAg,n1WpP7iowLc,2018-09-14T08:51:25Z,some people not know what real music now days or what its supposed do its supposed talk you other word relate you not mumble youmarshall kingthis hiphopkicks mumble rappers into dark pitt,1
UgzYufFcONM1TSP_Mm94AaABAg,MFWF9dU5Zc0,2019-07-19T10:31:16Z,had watched movie good swear love from malaysia worth watch laugh,1
Ugxw-ytVkZwbiEaaNuZ4AaABAg,YbJOTdZBX1g,2021-01-27T14:42:06Z,bad bad bad bad bad bad,0
Ugwd1M9dsoGlQpYKNAd4AaABAg,c7nRTF2SowQ,2021-01-28T13:51:23Z,damn game came out over  years ago still better than most modern games market,1
UgyoT0pCEh10-F7a5md4AaABAg,FlsCjmMhFmw,2021-02-02T14:12:12Z, best part,1
UgwL-JTb52hbl566CEN4AaABAg,8d_202l55LU,2017-12-16T15:47:55Z,out real life fallout right here,1
UgwKabBNQRWZ5z6kYnd4AaABAg,LFhT6H6pRWg,2020-01-28T17:30:34Z,made me suicidal,0
UgzM89M-_ZzGMQDLST94AaABAg,w38IG6HsI5s,2020-06-26T03:27:27Z,favorite one eyebrow joke,1
UgwgmvXN2mYkz-JbVsl4AaABAg,fuHcdFPBKy0,2017-12-11T08:36:54Z,pewds not it deserves no hype at all,0
Ugw7xB2UAJlClCFalO14AaABAg,l14ejKg__HY,2020-08-03T01:27:13Z,you got destroyed,0
Ugzd_Q_qk198E9KOwXp4AaABAg,34UCkAJKt6M,2020-10-25T12:56:46Z,wow fucking sucks,0
UgwYKkSpGY22igrS73N4AaABAg,c7nRTF2SowQ,2020-10-21T15:10:50Z,happy birthday  years great game,1
UgyETtHJOJEG9vnst0x4AaABAg,HVjlcUtuENM,2017-12-02T15:57:38Z,am slowly surely starting hate gigi sad,0
UgxVyfzGC4yQHXSN_2p4AaABAg,l14ejKg__HY,2021-01-17T23:13:00Z,am not bitch its unfair video has got many dislikes most argumentsmost ofare reasonable not think he deserved many dislikes,1
Ugx4QyYR8zHbG1q0rwx4AaABAg,xuCn8ux2gbs,2021-01-29T09:37:37Z,love video,1
UgwgkHNwVxsr5fyNzhV4AaABAg,MfTbHITdhEI,2020-12-22T10:04:40Z,cool fire epic best song,1
UgzqPkLaLikW9v22qq14AaABAg,0tO_l_Ed5Rs,2017-11-21T18:12:49Z,why all hate manit lit af,1
UgxX-ryCkotNcHg4srF4AaABAg,HVjlcUtuENM,2018-06-22T17:42:03Z,congrats gigi can you make video baby enzos closet wish you where mom,1
Ugw-nz3lAe2EnQH-YOV4AaABAg,mNcdlLIOdNw,2020-12-10T05:49:01Z, very funny james said am also here,1
Ugyz4uCqMz5YHAgXDaB4AaABAg,MfTbHITdhEI,2021-01-02T11:10:16Z,thats where copy revival went well shit gotta buy another one,1
Ugx2yI24gA1AscqxMyp4AaABAg,l14ejKg__HY,2020-10-15T18:22:44Z,glad asshole gone now,0
Ugwl3Wy7-yxOK1e6wN54AaABAg,w38IG6HsI5s,2020-07-13T01:45:15Z,cant believe people not like like lizza shes funny angry,1
Ugz4F0fgzLdzbcdyLFF4AaABAg,ffxKSjUwKdU,2021-01-21T06:58:34Z,theres something song keeps pulling closer xd,1
UgzQzReUgTSUghcdKfB4AaABAg,X3hjRKGrC40,2020-08-18T14:41:05Z,cheap creativity ,0
UgzbFWEqIGwX3ux4g694AaABAg,c7nRTF2SowQ,2020-09-17T13:11:18Z,trailer because ive never played or seen battlefield before gave me goosebumps,1
UgziF4sozMCI4aFPTH94AaABAg,oJ2faqXlU1s,2019-05-29T13:22:41Z,awesome,1
Ugz0D1sVDU8fDFyDlrN4AaABAg,w3ugHP-yZXw,2020-08-02T19:03:35Z,whos wasting their time get look at dislikes,0
UgwQ38hB3P5-T8QoTcF4AaABAg,J2HytHu5VBI,2021-01-25T16:03:15Z,pain,0
Ugy2lylDCBTbsEPrmq54AaABAg,xuCn8ux2gbs,2021-02-02T07:30:34Z,now how you teach teacher,1
UgzavoY93wq9oxhJJ9Z4AaABAg,MfTbHITdhEI,2020-12-17T00:38:36Z,love ️this song killin eminem good,1
UgygcHhAT6z8yY8V5hB4AaABAg,_GuOjXYl5ew,2021-01-02T05:25:48Z,miss these dayd,1
UgyTA4uohTX0nO46Bwt4AaABAg,MfTbHITdhEI,2021-01-29T05:02:00Z,boy passed really looked up you your phoken god,1
UgyvpoyjOGsLDEC404l4AaABAg,l14ejKg__HY,2020-12-09T19:17:41Z,when rice does something bad past its ok when idubbz does something bad past he should die also mr beast you spend money yourself,0
UgzaFvNDhGlrD-9s3bd4AaABAg,ffxKSjUwKdU,2021-01-27T19:50:12Z,her best song its underrated good,1
UgwBN2-RKF1j87EPkCR4AaABAg,bukzXzsG77o,2020-11-09T07:36:58Z,idubbz youre fucking legend,1
UgxbGm8HjRiPeZorQRh4AaABAg,pjS6OdY2dBQ,2020-09-03T20:33:41Z,laugh what clown,0
UgjckNd6xFleCXgCoAEC,CfdVnvrJUS0,2016-10-07T12:31:53Z,you fucking crazy racist,0
UgwD_jDNZSYeblEf69d4AaABAg,FlsCjmMhFmw,2021-01-03T03:31:57Z,is infinitely better than ,1
UgzFiwd5tatjPpLg0rF4AaABAg,HVjlcUtuENM,2018-01-03T17:27:40Z,sad like wtf “the squads baby” sick stop using baby thats not even yours views im unsubscribing wa,0
Ugxa6JlPEzpT8htPOup4AaABAg,QwZT7T-TXT0,2021-01-08T11:58:29Z,by way his acting good laugh,0
UghJf8MSSvyg6ngCoAEC,CfdVnvrJUS0,2016-10-10T08:13:40Z,love video rucka keep being awesome,1
UgwZgXGu45bsCCLkTVJ4AaABAg,MFWF9dU5Zc0,2018-07-31T21:23:44Z,sjw crap,0
UgwwWLjephIih2SyFR94AaABAg,mNcdlLIOdNw,2020-12-21T01:46:08Z,love how selena calm rollercoaster,1
UgzQmr2UQAMBiYZVe2d4AaABAg,34UCkAJKt6M,2018-06-24T18:19:37Z,think mum can do better shite xd,0
UgheUmZlhhg3IHgCoAEC,-HYe1xkjOcQ,2016-06-28T04:11:19Z,drama alert should get ass cancer,0
Ugi1Pi3VlHJ2LXgCoAEC,cRJjXCK6H6Y,2016-08-22T10:54:52Z,hehehehehelaugheheheheheheheeheheh fuck you keem,0
UgxXtaroDVZB0p0fJ-p4AaABAg,l14ejKg__HY,2020-12-19T17:58:42Z,hate you,0
Ugiaj1HjNARypHgCoAEC,t6hlkIlGFCI,2016-07-16T06:04:47Z, dislikes cmon people should be more than that,0
Ugx1n5ordn9-QAmad5p4AaABAg,c7nRTF2SowQ,2020-12-28T19:58:32Z, best part,1
Ugz51f5PZqNVp2QcxvB4AaABAg,MFWF9dU5Zc0,2020-01-15T18:54:36Z,boring movie ever,0
UgzifQ7XMfh6C5QqfuZ4AaABAg,FmE8DwZ6RHk,2018-01-28T05:26:36Z,“most trusted news nation” yeah,0
UgxSYtANRTmJDiRTt014AaABAg,0tO_l_Ed5Rs,2017-11-15T15:35:59Z,great video matt love new form yours,1
UgwB9zdUsC5DoZ06zAZ4AaABAg,c7nRTF2SowQ,2020-12-12T20:22:50Z,here am monthly watch amazing piece art,1
UgyJVp-nnbd_6m1pVyB4AaABAg,J2HytHu5VBI,2021-01-19T03:05:56Z,im still crying,0
UgzIQ1R5tsYqjrPXqxx4AaABAg,MfTbHITdhEI,2020-12-25T19:36:56Z,not know why song not get such high ratings me deserves be top,1
Ugyp2te0UwmrTEH-7k54AaABAg,pjS6OdY2dBQ,2019-08-12T15:32:06Z,shut up casey,0
UgjavaoKMy47bXgCoAEC,Rqy_5PmID6k,2016-07-08T02:36:39Z,scare better,0
UgwwPXwcO4KeWyGbsAh4AaABAg,bukzXzsG77o,2020-11-30T08:12:34Z,remember day video came out fucking hyped watch it three years later its still classic,1
UgzXK4S95uV325MqevJ4AaABAg,l14ejKg__HY,2020-09-04T14:02:03Z,response good,1
UghayYawhRTm3XgCoAEC,-HYe1xkjOcQ,2016-06-27T22:01:45Z,clickbait,0
UgzlJ9_Qnhq84K0dI0J4AaABAg,8d_202l55LU,2017-12-15T23:35:40Z,fuck dude,0
UggP1WIMD-SxbXgCoAEC,C_Ig3iHWDwk,2016-09-11T02:36:54Z,no one likes vids,0
Ugzg6kRRCEBNrQvJ-lJ4AaABAg,MFWF9dU5Zc0,2020-04-22T02:16:27Z,every ocean film amazing besides oceans  how pointless ruin whole franchise by pushing  feminist agenda,0
UghDUKicRJzM3XgCoAEC,cRJjXCK6H6Y,2016-08-22T22:20:29Z,if youre keemstar fan you know only tell truth im not sure whos spreading more lies keemstar or hillary,0
UgzUtES_Hf00MgIl2EJ4AaABAg,u_J0Ng5cUGg,2021-02-02T20:28:12Z,clowns,0
Ugjoc4yzTc72V3gCoAEC,cRJjXCK6H6Y,2016-08-27T14:19:20Z,god,0
Ugz9gBuUlCWM-9TuW6t4AaABAg,J2HytHu5VBI,2021-01-23T18:11:52Z,wow what long prank,0
Ugyv-VIKyqKZqiWagHZ4AaABAg,8d_202l55LU,2017-12-15T19:00:00Z,someone get guillotine ready ill go get pitchforks torches,0
Ugw9m5l-vXYJ55os6Tx4AaABAg,HVjlcUtuENM,2018-07-28T15:40:22Z,you did right thing really liked video have planned go surrogacy myself hope there no complications doctor at biotexcom has promised none cant wait baby wish me luck everyone,1
Ugw5TJQHIcMOXgsfmRt4AaABAg,LFhT6H6pRWg,2018-03-05T06:11:41Z,wish were dead nevermind video over,0
UgxpCCYhxdrsTRhYW5J4AaABAg,HVjlcUtuENM,2018-03-10T17:04:56Z,youre such liar,0
Ugx_tC8e9fjrSlECYEZ4AaABAg,6ZfuNTqbHE8,2021-01-31T05:35:46Z,best marvel trailer,1
UgigjgAj1E2S5ngCoAEC,cRJjXCK6H6Y,2016-08-27T05:36:16Z,you only tell lies wtf people attack you because you attack other people,0
UgysG1IAPhFEq4gzu014AaABAg,LFhT6H6pRWg,2018-04-07T00:35:37Z,what douche,0
UgzqIQ1kLXN6p26yib94AaABAg,34UCkAJKt6M,2020-10-30T19:26:37Z,wow shit,0
UggUqAGm-_12B3gCoAEC,C_Ig3iHWDwk,2016-08-21T22:37:02Z,un sub un sub un sub un sub unsub use adblock he not get money,0
UgxmbI8Jb-rYkhtcCG94AaABAg,xuCn8ux2gbs,2021-02-02T18:03:06Z,if not showed at school im dropping out,1
UgyFsr9EzaSLHG6E_5l4AaABAg,mNcdlLIOdNw,2020-09-09T17:08:40Z,omg started clapping unconsciously,1
UgznFuRmCPZs3CL2q1B4AaABAg,MFWF9dU5Zc0,2018-11-23T05:32:05Z,used love female protagonist fact favorite ripley from alien series deliberate modern female casting nothing propaganda with pretty facade undertone presentation everything pushing feminist propaganda its boring watch,0
UgyaDQSpXv8ZQ3jYOs14AaABAg,34UCkAJKt6M,2018-07-10T17:34:01Z,eat shit,0
UgwtQKkxUXW8gd5I1Ol4AaABAg,n1WpP7iowLc,2020-05-23T08:41:40Z,awesome,1
UgzODQ2AFNdSjloVSjt4AaABAg,fuHcdFPBKy0,2017-12-12T13:39:47Z,pewdiepie not there,0
UgyJUVI5p8IFVGIUMyt4AaABAg,bukzXzsG77o,2021-01-29T07:37:50Z,rice gum kinda guy who when  yelled at you not be snitch when he steals his moms last white claw then screams when kid vapes,0
Uggccy2N4t0wg3gCoAEC,C_Ig3iHWDwk,2016-08-22T04:37:35Z,keemstar fucking hypocrite keemstar get news wrong all time yet he fucking accusing scarce getting news story wrong no wonder people not like guy,0
UgzJ4KZddybeogtOu9t4AaABAg,VY4wCi1pPkU,2019-07-24T00:04:30Z,sucks,0
Ugz-1ozLzI7NUHD2YCh4AaABAg,FmE8DwZ6RHk,2018-01-28T04:17:57Z,liar watched speech live no one booed cnn such fake news,0
Ugin5wP88w6Bf3gCoAEC,t6hlkIlGFCI,2016-07-22T23:39:18Z,you maniacs you blew up damn you damn you all hell,0
