comment_id,video_id,date,body,rating
Ugyni2W3FKuZDHttnjp4AaABAg,0tO_l_Ed5Rs,2019-02-27T17:23:26Z,definitely not deserve dislikes level,1
Ugxr5x-GjFOABloQKV14AaABAg,0tO_l_Ed5Rs,2019-01-10T02:18:07Z,bro whens next song not let haters stop you,1
UgzGBY1UTZtRhbi1g194AaABAg,0tO_l_Ed5Rs,2019-03-13T17:36:52Z,matthew you should become rapper,1
Ugw14k_O9DwNi2ImCSp4AaABAg,0tO_l_Ed5Rs,2018-09-17T13:24:04Z,love much matthew you beautiful man not stop doing what doing you be you,1
UgwJHx07Hjq99EpujQd4AaABAg,0tO_l_Ed5Rs,2018-10-14T16:23:03Z,not bad actually,1
UgyHfJNaY-bgI_30eFB4AaABAg,0tO_l_Ed5Rs,2019-03-15T01:02:38Z,super fresh laugh good job matt,1
UgwJnSiT01EhJJym8zl4AaABAg,0tO_l_Ed5Rs,2019-04-01T07:45:31Z,not get why all dislikes not bad,1
Ugw_yUIuD020h9TcGIZ4AaABAg,0tO_l_Ed5Rs,2018-03-05T18:43:25Z,underrated,1
UgxXDo6_Q8JEq7r-OhJ4AaABAg,0tO_l_Ed5Rs,2018-03-15T21:22:49Z,dope trackguyz,1
UgwSy2unEcNog8zWiQR4AaABAg,0tO_l_Ed5Rs,2018-03-06T01:56:17Z,dam love thumbnail,1
UgyDduR44vVonzXkWyN4AaABAg,0tO_l_Ed5Rs,2018-07-15T12:51:39Z,matt dropping bars awesome job matt,1
UgzxCp63Q0YHleBDIht4AaABAg,0tO_l_Ed5Rs,2018-04-01T20:32:16Z,feel like elevans part best matts after,1
Ugx4maz9Jy5xA8TIp894AaABAg,0tO_l_Ed5Rs,2018-03-27T10:45:11Z,matt you straight dissen jake rice love,1
UgzcERV4W97B8btODml4AaABAg,0tO_l_Ed5Rs,2018-03-25T13:41:51Z,like much well done mathew,1
Ugxmpl6cGSCAJUsTfFF4AaABAg,0tO_l_Ed5Rs,2018-05-15T18:55:53Z,matt good production quality point words point you all sounded good loved it kristen,1
Ugwgee2Xg36YfdaqOJR4AaABAg,0tO_l_Ed5Rs,2018-04-05T01:52:23Z,aint bad guys,1
UgwT9F3OFVNxlrwMgDl4AaABAg,0tO_l_Ed5Rs,2018-02-04T00:00:30Z,sick beats matt sick beats,1
UgziBKs3B7btyR0hWOd4AaABAg,0tO_l_Ed5Rs,2018-02-09T21:43:17Z,fav part audit got lit,1
Ugwb8flg9cGO8KuZocB4AaABAg,0tO_l_Ed5Rs,2018-01-26T02:05:53Z, cool imho,1
UgyTLH8fe9YecyFMP8d4AaABAg,0tO_l_Ed5Rs,2018-01-31T23:41:54Z,still better than gucci,1
UgwKto97pMKGpKs3LCx4AaABAg,0tO_l_Ed5Rs,2017-12-17T04:09:40Z,ey actually pretty good,1
UgxvMOe0aHLod0C_yAV4AaABAg,0tO_l_Ed5Rs,2017-12-17T15:14:00Z,good why does have soo many dislikes,1
UgzdQzZrkiiAU3S1jTZ4AaABAg,0tO_l_Ed5Rs,2017-12-28T03:44:32Z,hes actually really good,1
Ugzp69CIXgAmpNTsTwV4AaABAg,0tO_l_Ed5Rs,2017-12-24T01:09:43Z,subscribed,1
Ugyjr2OROxoMp-vsR8J4AaABAg,0tO_l_Ed5Rs,2017-12-13T21:15:57Z,meh good first music video good job,1
UgxIc5sf1M34_koLsWx4AaABAg,0tO_l_Ed5Rs,2017-12-11T06:35:30Z,nice,1
UgxLQEpLJDVMZYb0TpN4AaABAg,0tO_l_Ed5Rs,2017-12-22T11:53:52Z,fire why all dislikes,1
Ugz45KpV2jwk2EvslgF4AaABAg,0tO_l_Ed5Rs,2017-12-16T02:52:34Z,matthew killed,1
UgyXDRCESrBl8U7DAX14AaABAg,0tO_l_Ed5Rs,2017-12-10T19:26:20Z,yo dude you can rap enter rap game you will kil,1
UgyxLky_RJGc9vWLckp4AaABAg,0tO_l_Ed5Rs,2017-12-19T06:08:56Z,spotify love song,1
UgzrxlyZqaH52PdzLcZ4AaABAg,0tO_l_Ed5Rs,2017-12-07T02:56:56Z,k ki say,1
UgxkwZC9NwU34bfr4ht4AaABAg,0tO_l_Ed5Rs,2017-12-09T13:58:41Z,love this its amazing have no words matthew has made me speechless love ️ ️ ️ ️,1
Ugxf7q6yAaWxst4MsNR4AaABAg,0tO_l_Ed5Rs,2017-12-06T01:54:33Z,smile love good looved it,1
UgwRNFzeyPIjWOHhT0R4AaABAg,0tO_l_Ed5Rs,2017-12-07T23:39:24Z,imma be honest love matthew his voice not much rappers voice xp,1
UgwgOZ2IbV7_UJix1lp4AaABAg,0tO_l_Ed5Rs,2017-12-08T05:20:22Z,love you,1
UgwZXfepT--49DI2bZt4AaABAg,0tO_l_Ed5Rs,2017-12-06T01:31:08Z,actually not too bad,1
UgypIMQZ6q0oMvw4sQN4AaABAg,0tO_l_Ed5Rs,2017-12-08T07:18:49Z,dang dog seriously not have any words amazing love message content cant wait more videos like this,1
UgzzQmi5kDSerhBgD_h4AaABAg,0tO_l_Ed5Rs,2017-12-05T03:58:31Z,matthew looks great,1
UgzQg1V08S3Q3ilcNAB4AaABAg,0tO_l_Ed5Rs,2017-12-04T20:33:10Z,youtuber song actually did enjoy why many dislikes,1
Ugx-WqTr5eeaPrZMl2x4AaABAg,0tO_l_Ed5Rs,2017-12-05T09:36:47Z,love it talented matt love all videos no matter content d,1
UgxUlw-8FqnIRNOF4Hx4AaABAg,0tO_l_Ed5Rs,2017-12-05T16:33:17Z,love song,1
UgysRDyDOo9Kb7z-p2Z4AaABAg,0tO_l_Ed5Rs,2017-12-04T21:11:22Z,love song,1
Ugwa7rQtMr5xoYEHKtJ4AaABAg,0tO_l_Ed5Rs,2017-12-05T00:10:29Z,wow k likes k dislikes wow how could many ppl dislike this its great good job everyone who made music video possible im proud all you especially you matt good job everyone have an amazing day,1
UgxaThoEcpgvFlgdOEB4AaABAg,0tO_l_Ed5Rs,2017-12-04T22:49:55Z,fire love you matt man love work keep doing have great day,1
UgytN7D5fIIuE-zAwsd4AaABAg,0tO_l_Ed5Rs,2017-12-03T12:06:59Z,cute,1
Ugysmml0mC5bdlPhp9p4AaABAg,0tO_l_Ed5Rs,2017-12-04T04:00:33Z,not bad at all,1
UgwlN8vvfgvoYXoMY714AaABAg,0tO_l_Ed5Rs,2017-12-03T06:08:12Z,small crush matt grew like  times during video oh god,1
UgxX3sroO_wmTqFmvHJ4AaABAg,0tO_l_Ed5Rs,2017-12-03T02:17:07Z,not like type music thats me think you did good job keep trying more music you make better you will get you will appeal greater adiuence will watch everyone you post never unsubscribe,1
UgxVf6VaIS-ZuZ92vx54AaABAg,0tO_l_Ed5Rs,2017-12-04T03:22:04Z,good ish,1
UgxrMduNPVZ_RneGxcx4AaABAg,0tO_l_Ed5Rs,2017-12-02T23:47:54Z,im shook good,1
UgztW8ogq51lT-oXSvR4AaABAg,0tO_l_Ed5Rs,2017-12-02T00:16:29Z,really like song be honest,1
UgxPzGDG1bQ7qsWjD994AaABAg,0tO_l_Ed5Rs,2017-12-01T20:48:09Z,like it its better than most youtubers songs sure hate youtubers make rap songs they cringy af,1
Ugww-V35HzQqIUrUFlV4AaABAg,0tO_l_Ed5Rs,2017-11-30T19:00:48Z,sounds like disstrack literally every single view hungry youtuber existence love with passion,1
UgwxU5U7bMSRipXzDsN4AaABAg,0tO_l_Ed5Rs,2017-12-01T18:16:08Z,we love you matt,1
UgxiGd1MIZyjd-uVwpx4AaABAg,0tO_l_Ed5Rs,2017-11-30T22:56:13Z,actually enjoyed song why much hate it,1
Ugw2CrNBhVGE7Aqr3j94AaABAg,0tO_l_Ed5Rs,2017-12-01T05:09:34Z,exceeded expectations love it sorry saw late really interesting commentary appreciate that its really good,1
Ugx1Y-iKqyc1oy2wZKR4AaABAg,0tO_l_Ed5Rs,2017-11-30T21:49:12Z,loovoee itt,1
Ugy9G-7U9zI4PvoB2R94AaABAg,0tO_l_Ed5Rs,2017-12-01T06:05:48Z,best,1
UgzVmFvC1z4UyyaM5bt4AaABAg,0tO_l_Ed5Rs,2017-12-01T03:44:01Z,im crying good,1
Ugznrp_JSewjoWDuOQR4AaABAg,0tO_l_Ed5Rs,2017-11-30T18:41:30Z,saw you we day atlantic canada extremely inspiring love love you,1
UgzSLT6AiRVRKMRuQ_N4AaABAg,0tO_l_Ed5Rs,2017-12-01T01:57:18Z,objectively by far best you tuber song why dislikes really there no argument here,1
UgwHbe9md0_D1zWvS-54AaABAg,0tO_l_Ed5Rs,2017-11-29T19:06:12Z,miss all clones comedy skits,1
UgwXlZmNfCbDKye6AUF4AaABAg,0tO_l_Ed5Rs,2017-11-29T13:22:57Z,love matts versatility facts,1
Ugwr2Jwx-CNeezZQuS14AaABAg,0tO_l_Ed5Rs,2017-11-29T04:05:11Z,nice,1
UgwngTv7Bcdl0riz5ZF4AaABAg,0tO_l_Ed5Rs,2017-11-29T06:19:37Z,awesome,1
UgxREmOjiLQksLeYWup4AaABAg,0tO_l_Ed5Rs,2017-11-27T08:14:27Z,love it,1
Ugxzgl2cSYkUKTOHhBh4AaABAg,0tO_l_Ed5Rs,2017-11-26T18:13:24Z,like tbh you need find true meaning behind song,1
UgwNpfyvzcg5k0iaeYt4AaABAg,0tO_l_Ed5Rs,2017-11-27T13:00:37Z,love you mattew im glad you did this really do like it,1
UgyXv0__YIPgja7PgzV4AaABAg,0tO_l_Ed5Rs,2017-11-27T22:07:12Z,got back you can always rely us listen,1
Ugw5_n4JheMvqK7gH0N4AaABAg,0tO_l_Ed5Rs,2017-11-27T08:24:57Z,gerard approves,1
Ugy_yEiCGAwS1hRLlcB4AaABAg,0tO_l_Ed5Rs,2017-11-27T02:09:19Z,you look soo fucken sexy,1
UgwKMkiNveF6W74-6Wh4AaABAg,0tO_l_Ed5Rs,2017-11-28T01:44:36Z,pretty good,1
UgxIj0UV5u4thzFA8it4AaABAg,0tO_l_Ed5Rs,2017-11-27T23:51:28Z,man actually pretty good ingnore dislikes carry being amazin smile,1
UgyVQUmU8s85XIFXkx54AaABAg,0tO_l_Ed5Rs,2017-11-27T22:55:29Z,you used work with members then made videos now hiting industry an amamzing person with great talent keep up good work friend,1
Ugy60UcCBlv8ZgSVtWZ4AaABAg,0tO_l_Ed5Rs,2017-11-25T07:15:23Z,liked,1
Ugx5WaP-kIMBoDdkliZ4AaABAg,0tO_l_Ed5Rs,2017-11-26T01:18:48Z,awesome dude has talent absolutely amazing matthew hopefully you make more,1
UgzUhA6iheMlhaNVBAN4AaABAg,0tO_l_Ed5Rs,2017-11-25T00:08:01Z,sweet love,1
Ugx4F6KNxr46qdI1c-h4AaABAg,0tO_l_Ed5Rs,2017-11-25T05:02:38Z,am now seeing video realized birthday laugh thanks lot mat you made day today,1
UgzDSmJ92oRKqokVKPV4AaABAg,0tO_l_Ed5Rs,2017-11-24T20:52:14Z,fire,1
UgwsdE-nhRPF5tzT_dF4AaABAg,0tO_l_Ed5Rs,2017-11-26T06:24:56Z,matt do everyone favor ignore haters hate commentsdislikes thought pretty good besides you should do what you want not what they want,1
UgyFe7JzVN9j-u2S76l4AaABAg,0tO_l_Ed5Rs,2017-11-24T16:48:21Z,dope song,1
Ugwj-z1rXzVxHt2lV-Z4AaABAg,0tO_l_Ed5Rs,2017-11-23T16:34:25Z,kinda like song has catchy beat song made by you tuber thats not diss track now tell me guy not original,1
UgysrH06lTUp3MAlMqR4AaABAg,0tO_l_Ed5Rs,2017-11-23T12:24:10Z,very rarely post vbids havnt been signed had sign say wow loved it message behind amazing will be having thison phone hard thing depression if keeps you going keep at man practice makes perfect keep up good work d,1
UgxNFfvY65Wv3m1emZh4AaABAg,0tO_l_Ed5Rs,2017-11-24T06:00:25Z,not badnot bad good,1
UgzKlvWdmDvXuCnugql4AaABAg,0tO_l_Ed5Rs,2017-11-23T22:17:29Z,hmm not bad not bad at all,1
UgxEuXZ_Bkt74VOC9Ld4AaABAg,0tO_l_Ed5Rs,2017-11-23T14:26:05Z,liked dis tho,1
UgyX7xKVFt4PoorWZqx4AaABAg,0tO_l_Ed5Rs,2017-11-24T19:07:08Z,like song vid looks great as well sucks there k dislikes k likes like tho,1
Ugw3353QryaOPkrozzN4AaABAg,0tO_l_Ed5Rs,2017-11-23T06:03:58Z,why getting much hate its great matts trying new things broadaning horizon,1
UgxAcCxIXD-BdRQUj7F4AaABAg,0tO_l_Ed5Rs,2017-11-23T01:27:55Z,liked,1
Ugx5U4DxhuaIwrQKCw14AaABAg,0tO_l_Ed5Rs,2017-11-23T07:51:43Z,love you swoll asf,1
UgxZqfFlG2DM2TZ_vCB4AaABAg,0tO_l_Ed5Rs,2017-11-22T23:29:47Z,you have beautiful singing voice,1
UgwnlBMqBWGeuF87D9p4AaABAg,0tO_l_Ed5Rs,2017-11-22T15:22:46Z,came wanting hate actually good,1
Ugwa3gd-Op6dPLSHm2Z4AaABAg,0tO_l_Ed5Rs,2017-11-22T11:57:49Z,first rap ive heard with real meaningful lyrics,1
UgxfnnuX8B2Z6WcYLMB4AaABAg,0tO_l_Ed5Rs,2017-11-21T20:53:31Z,love seeing this its about time someone brought something different table keep up love content,1
UgwegkMHLXd5P3_3E_N4AaABAg,0tO_l_Ed5Rs,2017-11-22T10:23:14Z,loved humble this,1
UgxuCsvrWIOvVOJyGeZ4AaABAg,0tO_l_Ed5Rs,2017-11-22T03:15:19Z,love,1
Ugz8msUD4DoFabuIPVx4AaABAg,0tO_l_Ed5Rs,2017-11-21T15:25:43Z,great song matt,1
Ugy9IEewklzsLNQ7ajt4AaABAg,0tO_l_Ed5Rs,2017-11-22T07:26:51Z,actually liked song,1
UgzqPkLaLikW9v22qq14AaABAg,0tO_l_Ed5Rs,2017-11-21T18:12:49Z,why all hate manit lit af,1
UgxY4senNxgl81-AFnZ4AaABAg,0tO_l_Ed5Rs,2017-11-20T16:14:15Z,bomb love it,1
UgzF_1XtZXblZClRkFZ4AaABAg,0tO_l_Ed5Rs,2017-11-20T14:23:21Z,hello mat not listen hate comments by way vid awesome,1
Ugw8YRoqClpsWnyB69J4AaABAg,0tO_l_Ed5Rs,2017-11-20T21:04:16Z,awesome matt,1
Ugy8ebdhUp9GIrsOvlt4AaABAg,0tO_l_Ed5Rs,2017-11-20T08:33:41Z,awesome,1
Ugw-epwszEJSUWpF1Vd4AaABAg,0tO_l_Ed5Rs,2017-11-20T07:29:25Z,you killed f haters,1
Ugz7iSDEmwxHE3inm1J4AaABAg,0tO_l_Ed5Rs,2017-11-21T03:49:32Z,not under why has more dislikes than likes an awesome song,1
UgzZISWAsrgDovQzwbt4AaABAg,0tO_l_Ed5Rs,2017-11-20T17:54:36Z,im sorry you got much hate thought great matt,1
Ugxc4upOCUYAzc4zjj54AaABAg,0tO_l_Ed5Rs,2017-11-20T16:07:46Z,mathew killed laugh,1
UgyMtH-sjSW9WuTbtzl4AaABAg,0tO_l_Ed5Rs,2017-11-19T06:34:55Z,song ok dopee,1
UgzxzAbAAJj_qRvFMGR4AaABAg,0tO_l_Ed5Rs,2017-11-19T22:24:21Z,love stuff matthew,1
Ugzree3s4HhhIlhoF5Z4AaABAg,0tO_l_Ed5Rs,2017-11-19T23:59:54Z,atleast its better then hefner by tana mongeau,1
Ugzm9KTVM8vi91SrGw14AaABAg,0tO_l_Ed5Rs,2017-11-19T07:43:54Z,loved honesty video keep up great work man,1
Ugwic3oJ9jegmOlUq5J4AaABAg,0tO_l_Ed5Rs,2017-11-19T17:42:09Z,matts part best,1
UgzxUcUlOO48DtQVSSB4AaABAg,0tO_l_Ed5Rs,2017-11-20T01:29:19Z,hey got  amazing facts you number  keep up great work,1
UgwelwGK-lkjazfgJzZ4AaABAg,0tO_l_Ed5Rs,2017-11-19T13:21:56Z,find video awesome like how you rap matt you awesome keep up love content cant wait next video,1
UgyjX1OCwKtvMHlDiZl4AaABAg,0tO_l_Ed5Rs,2017-11-18T23:02:56Z,much hate music video got,1
UgxA1B2jDe0uZ1So63N4AaABAg,0tO_l_Ed5Rs,2017-11-18T02:34:32Z,at least better than jake paul,1
UgxtvwQae0zehrtQ31x4AaABAg,0tO_l_Ed5Rs,2017-11-18T14:14:19Z,very good,1
UgwwwdYd3dklQC3Yy-J4AaABAg,0tO_l_Ed5Rs,2017-11-17T23:45:36Z,matt killing,1
UgxcERakFd-pyslvc394AaABAg,0tO_l_Ed5Rs,2017-11-17T19:20:41Z,cool song like,1
UgyQ2NNGS9qu-dkMZXR4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:11:42Z,not like mixmaster song awesome well done matt,1
UgxtP7tE5iLEyTQyy5h4AaABAg,0tO_l_Ed5Rs,2017-11-17T13:22:37Z,matt do whatever you want man ill always be fan yours,1
Ugyu9GNr5bId8XzJk1l4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:34:48Z,love it d,1
UgwazgXNn-09QvAZTIB4AaABAg,0tO_l_Ed5Rs,2017-11-17T09:03:02Z,call me crazy like it,1
UgwZITAh0xY_xb9XY3J4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:03:39Z,song not bad its has weak hook,1
UgxPCJ4zZ-tNc1L0isd4AaABAg,0tO_l_Ed5Rs,2017-11-17T09:03:58Z,actually good song,1
UgyBQiiYv5jr1O3r49p4AaABAg,0tO_l_Ed5Rs,2017-11-17T00:46:02Z,like it,1
UgzoDHEuxU3-YlQj8EF4AaABAg,0tO_l_Ed5Rs,2017-11-16T23:40:31Z,o god best song ive ever heard matthew you sound mazing,1
UgwwQQJnrI8E8GkNfwF4AaABAg,0tO_l_Ed5Rs,2017-11-16T16:08:19Z,certainly better than jake paul keep up work,1
UgxR2a7VOy1vz-LfsMN4AaABAg,0tO_l_Ed5Rs,2017-11-17T03:53:23Z,awesome song bro,1
UgyY2ZSRVp7-1WeueBp4AaABAg,0tO_l_Ed5Rs,2017-11-17T03:31:31Z,pretty good,1
Ugy8OQ-WtvzwbHn948l4AaABAg,0tO_l_Ed5Rs,2017-11-16T15:30:57Z,love you matt,1
UgxSSZp3mIE68f2JryJ4AaABAg,0tO_l_Ed5Rs,2018-03-06T04:43:12Z,why does have more dislikes than likes actually pretty good especially his message how youtubers start act overtime,1
UgzclEh95Lu-thUHUx14AaABAg,0tO_l_Ed5Rs,2017-11-16T19:07:20Z,not listen haters awesome video,1
Ugz983jXS8MCTr2XXl14AaABAg,0tO_l_Ed5Rs,2017-11-17T03:00:16Z,like matt hey go hard props,1
Ugzh9WxJIm12V55ebsB4AaABAg,0tO_l_Ed5Rs,2017-11-16T09:20:29Z,damn like straight up damn,1
UgyKsi14DRDSsONPUch4AaABAg,0tO_l_Ed5Rs,2017-11-16T14:43:11Z,man song deserve more likes than dislikesnot be haters,1
Ugyk3-Gb5OsnHQFbhDx4AaABAg,0tO_l_Ed5Rs,2017-11-16T13:09:45Z,nice vocals,1
UgxiXA2jZ04LE65oJhR4AaABAg,0tO_l_Ed5Rs,2017-11-16T15:24:19Z,its great song,1
Ugxb0bPzAOfFmD8zWGt4AaABAg,0tO_l_Ed5Rs,2017-11-16T12:47:56Z,like if mathew santoro saved hip hop,1
Ugzl0-nWMSiRHWGX-B54AaABAg,0tO_l_Ed5Rs,2017-11-16T14:55:32Z,love matt been fan subscriber since  love new direction his channel has taken always new he would be huge,1
UgzWNfKIwwjYk7mkWr14AaABAg,0tO_l_Ed5Rs,2017-11-16T03:57:15Z,pretty chill song good job,1
UgxAc8yK4yqPctE7m5B4AaABAg,0tO_l_Ed5Rs,2017-11-16T03:11:00Z,wish could like more than once,1
UgxwBFewOv-JOT7empF4AaABAg,0tO_l_Ed5Rs,2017-11-16T03:05:07Z,awesome job matthew  haters gonna hate  keep uploading thank you sharing bit you with every video suffer from depression too uploads give me lot look forward each day,1
Ugy7bO5IeOQTS6iwmkt4AaABAg,0tO_l_Ed5Rs,2017-11-15T23:10:41Z,matt knew you would have best verse,1
UgxGTp3DFD04xk3Ti5N4AaABAg,0tO_l_Ed5Rs,2017-11-16T00:53:38Z,nicely done matt doobie dave approves,1
UgwMgUORL5Jlc23OXI94AaABAg,0tO_l_Ed5Rs,2017-11-15T21:49:44Z,omgjust yes im almost speechless,1
UgxTnqLLiYbuecZVHvB4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:53:29Z,not deserve all dislikes not even bad can tell he spent lot time,1
UgzxWV637nxKnfPtwiV4AaABAg,0tO_l_Ed5Rs,2017-11-15T20:28:41Z,legit stab right into jake pauls brain laugh sad legit love tho ️,1
UgxIume6l82MK9a9lsF4AaABAg,0tO_l_Ed5Rs,2017-11-15T19:55:04Z,interesting hope works out you matt,1
UgxgtyACw0fscdy8wPB4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:30:43Z,thought really good put rice gum shame,1
Ugwai-bmzno0Aw5P_YR4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:30:24Z,loved it all flows were point,1
Ugzz4QWoeUndzYsiHRx4AaABAg,0tO_l_Ed5Rs,2017-11-15T16:26:42Z,wait minute song pretty good,1
UgxwztOc6PtmqxaOEed4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:03:24Z,now very nice,1
UgxfJvPaJbTr_fJn9rt4AaABAg,HVjlcUtuENM,2020-07-04T06:06:50Z,what cute baby,1
UgxSYtANRTmJDiRTt014AaABAg,0tO_l_Ed5Rs,2017-11-15T15:35:59Z,great video matt love new form yours,1
UgztfMNZ9DdyMAeeWlF4AaABAg,HVjlcUtuENM,2019-07-26T05:47:55Z,great story tellers,1
Ugy8Vm9WGHmXpzf6oUd4AaABAg,HVjlcUtuENM,2019-06-06T14:55:18Z,pics where good pretty love ️ ️ good,1
UgzXqT0CP4FOYvY-FD94AaABAg,HVjlcUtuENM,2018-07-28T16:43:59Z,amazing congratulations little one great news you both look very happy story good watch thanks sharing this everyone deserves experience parenthood give love little one,1
UgxQLwi4_Ejbt6T_KhB4AaABAg,HVjlcUtuENM,2018-07-28T15:32:45Z,wow cute congratulations baby its good see surrogacy spreading happiness lives people also had successful surrogacy treatment from biotexcom best journey life,1
Ugzh_G8G5Gs_FkQuQSt4AaABAg,HVjlcUtuENM,2018-06-28T18:30:21Z,you gonna be such an amazing mom,1
UgxX-ryCkotNcHg4srF4AaABAg,HVjlcUtuENM,2018-06-22T17:42:03Z,congrats gigi can you make video baby enzos closet wish you where mom,1
UgwyHtSea6UNo8_UmgB4AaABAg,HVjlcUtuENM,2018-07-19T04:13:58Z,love you guys screw these haters love ya n personality,1
Ugwxlz3Hg9MJgy_Uuw94AaABAg,HVjlcUtuENM,2018-04-26T05:12:56Z,im glad ya,1
Ugz_LqqR8k2-PsLu1E94AaABAg,HVjlcUtuENM,2018-04-30T01:26:15Z,congrats gigi,1
UgzAAAF4Y_uJjErOgMB4AaABAg,HVjlcUtuENM,2018-04-15T19:18:18Z,love t shirt,1
Ugw2ErOa3vc1HFnW4iZ4AaABAg,HVjlcUtuENM,2018-03-11T18:45:36Z,oh god good hear,1
UgwsnWbQX_o5lhWIZgN4AaABAg,HVjlcUtuENM,2018-02-23T22:19:41Z,i️ love relationship soo cool,1
UgwdVM7qWzOTpl1LrJV4AaABAg,HVjlcUtuENM,2018-01-31T11:23:16Z,im happy subscribed channel have pleasure unsubscribe,1
Ugxdr97MujPVcl0rjZp4AaABAg,HVjlcUtuENM,2018-01-20T17:13:26Z,cute,1
Ugzv2T2J4EKq1eMB7qF4AaABAg,HVjlcUtuENM,2018-01-13T20:01:34Z,congratulations,1
UgwGv9FLLP0SDct9J394AaABAg,HVjlcUtuENM,2018-01-05T23:09:28Z,love you gigi you inspire me be myself all ppl comments dissing her shutup she strong beautiful do this would you like if someone dissing you about this no love you gigi keep being gorgeous,1
UgzSvPTW0WzLSMYBHWh4AaABAg,HVjlcUtuENM,2017-12-21T10:59:36Z,aww you two amazing smile,1
UgzAb7fysb1zqA3WMzx4AaABAg,HVjlcUtuENM,2017-12-19T13:25:30Z,gigi will be great dad,1
Ugy1_PO44uGpuIx3a_d4AaABAg,HVjlcUtuENM,2017-12-13T00:47:00Z,omg yaass his adorable,1
Ugyp5aDVoSCb5kaFNjB4AaABAg,HVjlcUtuENM,2017-12-04T22:02:55Z,congratulations we love you,1
UgxAQ519ZYQvuEvJUJZ4AaABAg,HVjlcUtuENM,2017-12-06T04:45:28Z,congrats gigi familyhugs from india,1
UgzhN3TZD8Z5lmNpJul4AaABAg,HVjlcUtuENM,2017-12-06T13:47:46Z,what f wow,1
UgyJgiYLYQfzMM8LZhB4AaABAg,HVjlcUtuENM,2017-12-05T16:29:18Z,congrats you ,1
UgzbjDbIfvzv8tncZXF4AaABAg,HVjlcUtuENM,2017-12-05T14:55:17Z,congratulations love hell have best two mothers world x,1
UgyVdVQA9h6NyN-4F7F4AaABAg,HVjlcUtuENM,2017-12-04T07:51:23Z,congratulations,1
Ugx39FTVsfgTL9wbowB4AaABAg,HVjlcUtuENM,2017-12-03T21:13:02Z,congrats luv you guys god bless,1
UgwiZ5QFZv7EG_0gBFl4AaABAg,HVjlcUtuENM,2017-12-02T17:38:32Z,happy both you,1
UgyfWiRZViBx4rDGuOJ4AaABAg,HVjlcUtuENM,2017-12-02T18:16:35Z,congrats baby,1
UgxY8ekyFj9QgC3trLN4AaABAg,pjS6OdY2dBQ,2020-10-18T21:35:18Z,thank you eloquence appreciated agree  per cent am  year old ex pat living uk whole family four will be voting democrat have never wavered from political stand,1
Ugz-DXRMc7X5Sisp0mt4AaABAg,pjS6OdY2dBQ,2020-10-13T22:47:21Z,thank you casey,1
